CountyFIPS,ARTHRITIS,CASTHMA,BPHIGH,CANCER,HIGHCHOL,KIDNEY,COPD,CHD,DEPRESSION,DIABETES,OBESITY,TEETHLOST,STROKE
12093,23.7,8.9,33.8,6.3,29.7,3.4,9.7,7.4,20.6,13.6,37.0,24.0,4.0
26161,22.7,9.6,26.0,6.7,27.6,2.6,5.6,5.1,21.5,8.4,29.4,8.2,2.7
13299,27.0,10.4,39.5,6.4,31.1,3.7,9.6,7.5,22.1,14.0,38.5,21.9,4.5
41049,23.4,10.5,30.4,6.0,27.0,3.3,6.7,6.4,23.7,11.4,35.4,20.6,3.5
42105,27.7,10.9,30.8,6.7,28.5,2.8,8.1,6.3,24.7,9.4,34.5,19.0,3.3
42127,26.3,10.1,30.1,6.6,28.7,2.6,7.0,5.8,21.1,9.3,35.2,16.7,3.1
55015,23.3,9.2,27.4,6.6,27.8,2.3,4.8,4.7,20.4,7.3,32.3,10.0,2.5
48237,23.1,8.7,34.8,6.3,31.9,3.1,8.1,6.7,21.4,11.9,38.4,19.4,3.6
4012,22.4,10.2,31.1,6.1,28.8,3.6,7.9,6.8,18.5,12.4,37.0,21.3,3.7
39081,27.3,10.8,33.9,6.8,27.6,2.9,9.4,6.7,23.7,11.0,38.1,21.1,3.5
21149,31.9,10.3,38.5,6.9,32.1,2.9,9.6,7.1,27.0,11.2,37.9,21.6,3.5
31165,21.4,8.2,30.1,6.6,27.1,2.4,5.4,5.6,16.0,8.7,37.0,13.5,2.7
47137,29.4,10.6,37.5,6.8,32.7,3.2,11.3,7.6,29.6,12.5,38.3,23.6,3.9
48197,22.9,9.0,34.2,6.2,31.9,3.1,7.6,6.5,21.9,12.4,38.1,18.8,3.6
49027,25.8,10.0,28.4,6.3,27.0,2.8,5.8,5.7,21.8,10.3,32.3,16.2,3.0
48275,22.3,8.8,34.4,5.9,31.8,3.3,7.3,6.5,20.6,13.6,38.7,17.6,3.6
33009,22.3,10.1,24.8,6.9,25.6,2.4,5.9,5.0,22.2,7.6,27.2,12.4,2.6
51179,22.0,8.6,30.8,6.3,29.9,2.4,5.0,4.6,17.7,9.1,32.6,9.4,2.6
18035,25.6,10.7,36.6,6.7,30.8,3.1,9.0,6.7,24.8,11.8,39.0,18.8,3.5
36081,17.2,8.1,27.1,5.2,29.3,2.8,5.2,5.1,13.3,12.3,25.1,14.6,2.9
46043,21.8,8.6,26.7,6.7,25.5,2.4,5.3,5.1,16.4,7.8,31.8,13.7,2.7
39037,26.3,10.1,31.1,6.8,28.7,2.7,9.0,6.5,23.0,10.6,37.2,17.0,3.2
48501,20.1,8.2,32.8,5.4,31.4,3.3,6.2,6.2,19.0,14.4,38.6,16.0,3.3
38021,23.4,8.6,29.6,6.8,27.5,2.4,5.1,5.0,17.4,7.8,34.2,11.3,2.6
30077,24.1,9.1,28.2,6.5,27.2,2.7,6.6,6.2,22.6,8.0,33.4,16.8,3.1
21109,33.6,11.1,42.0,6.9,32.7,3.4,12.7,8.7,28.5,13.2,40.8,30.4,4.4
31153,22.1,7.5,28.2,6.6,27.8,2.2,4.2,4.6,15.1,8.6,36.5,9.3,2.4
19019,24.3,8.4,29.5,6.6,28.1,2.4,5.6,5.4,17.1,8.6,37.2,12.0,2.7
54091,33.1,11.0,37.8,6.7,34.2,2.9,9.6,7.7,27.7,11.9,38.8,21.7,3.5
21129,35.9,11.8,45.5,6.9,34.9,4.0,15.5,10.4,29.7,15.7,42.7,34.1,5.2
22101,25.8,9.9,38.2,6.2,32.8,3.5,8.3,7.1,26.1,13.3,41.9,23.2,4.2
26087,28.2,10.5,30.7,6.7,30.0,2.7,7.8,5.9,24.7,9.2,38.3,13.1,3.0
47027,30.1,10.9,38.5,6.7,32.6,3.4,12.0,8.0,29.4,13.2,38.0,26.7,4.2
48301,19.4,8.2,31.1,5.1,29.7,2.5,6.0,5.1,20.7,10.7,36.1,11.2,2.7
48133,23.7,9.0,34.5,6.4,32.0,3.2,8.0,6.6,22.3,12.1,37.3,19.2,3.6
12031,22.2,9.1,33.6,6.3,28.8,3.1,7.5,5.8,19.4,11.3,33.5,16.1,3.6
48365,24.0,9.4,35.9,6.4,31.9,3.1,7.9,6.4,22.3,12.1,37.5,18.5,3.8
42041,25.7,9.8,28.7,6.6,27.0,2.3,5.7,4.9,20.9,8.1,34.5,12.3,2.6
46097,21.8,8.5,27.3,6.7,25.5,2.5,5.3,5.2,16.3,7.9,31.7,14.1,2.8
27147,19.9,8.7,26.4,6.5,26.3,2.5,5.2,5.2,21.4,8.3,37.1,11.5,2.7
37021,24.3,8.9,28.0,6.8,28.4,2.7,6.5,5.6,23.3,9.1,27.8,14.8,2.9
31139,20.7,7.9,27.7,6.6,26.3,2.3,5.2,5.1,15.6,8.0,36.9,12.2,2.6
20045,20.9,9.6,29.7,6.5,29.9,2.6,5.4,5.1,21.2,9.3,29.0,11.8,2.8
20139,24.6,9.8,32.2,6.6,30.2,2.6,6.9,5.7,20.4,9.6,37.3,16.3,3.0
25013,24.0,10.6,29.1,6.2,26.6,2.9,6.1,5.8,21.2,9.9,30.0,16.9,3.0
20013,24.2,9.9,32.0,6.6,29.8,2.8,6.7,5.8,20.1,10.3,41.0,16.0,3.1
18099,23.7,9.9,32.5,6.5,28.7,2.9,8.3,6.4,22.5,11.2,37.4,19.1,3.3
21197,32.8,10.6,39.3,6.9,33.4,3.2,11.0,7.8,27.1,12.4,39.1,26.4,3.9
48157,17.6,7.5,31.6,5.6,32.0,2.6,4.2,4.3,14.4,11.3,30.2,9.5,2.6
47001,27.5,9.9,36.6,6.7,32.8,2.9,8.8,6.4,28.2,11.2,34.9,18.0,3.4
48421,20.5,8.1,31.8,5.8,31.5,3.0,6.2,5.9,19.4,12.4,36.8,15.8,3.1
19073,22.9,8.5,29.8,6.5,28.7,2.5,6.0,5.6,17.1,9.1,35.6,12.9,2.9
27059,20.0,9.2,28.0,6.5,25.7,2.4,5.3,5.2,23.3,8.1,33.1,11.2,2.7
48075,22.3,8.1,34.8,6.0,31.7,3.2,7.2,6.5,19.2,13.1,38.0,18.8,3.6
49057,27.3,10.0,27.7,6.2,27.5,2.7,5.0,5.1,24.7,9.8,36.0,14.0,2.7
42011,23.9,10.0,28.7,6.3,27.9,2.7,6.3,5.5,19.5,9.7,34.4,15.4,3.0
21057,33.0,10.7,40.5,6.9,33.4,3.2,11.2,8.0,27.9,12.6,40.1,25.9,4.0
18163,24.3,10.3,33.7,6.7,31.0,2.9,8.1,6.1,24.9,11.1,35.6,17.6,3.3
21099,32.8,10.9,42.0,6.9,32.9,3.3,11.8,8.2,28.0,13.0,39.8,28.1,4.3
20129,22.8,9.4,31.7,6.2,29.6,2.8,6.3,5.7,18.4,11.1,37.9,15.9,3.0
48037,23.8,9.3,36.0,6.3,30.8,3.1,7.4,6.2,20.8,12.1,37.3,17.6,3.8
29073,25.7,10.0,28.2,6.8,29.5,2.5,7.8,6.1,24.6,8.9,36.4,17.4,3.1
48147,22.7,8.7,33.6,6.4,31.7,2.9,7.4,6.2,21.6,11.0,35.5,16.8,3.4
27083,21.2,9.2,27.8,6.4,25.5,2.7,5.6,5.6,21.7,9.1,34.9,12.4,2.9
29197,26.9,10.5,30.5,6.8,29.8,2.8,9.2,6.9,25.3,10.0,37.5,21.7,3.5
42067,27.4,10.8,31.4,6.6,29.3,2.7,8.0,6.2,23.1,9.4,37.0,19.3,3.3
26049,31.1,11.9,34.2,6.7,32.4,3.1,8.6,6.3,23.8,11.6,40.2,13.8,3.6
8115,23.7,10.1,27.1,6.4,27.6,2.9,6.5,5.7,19.1,8.9,28.3,14.9,3.2
8031,19.8,9.0,24.3,5.7,26.2,2.6,4.2,4.4,17.5,8.0,22.2,10.9,2.5
22021,27.3,10.0,39.2,6.5,33.4,3.5,9.5,7.7,26.6,12.4,38.8,25.6,4.2
19147,23.5,8.3,29.1,6.6,28.2,2.4,5.4,5.2,16.3,8.6,36.1,11.4,2.7
12061,22.1,8.4,28.6,6.4,28.4,2.8,7.4,5.8,19.0,10.1,29.3,15.7,3.1
29175,26.8,10.2,31.5,6.6,30.1,2.9,8.8,6.8,24.1,10.4,38.3,20.1,3.6
22123,26.9,10.0,38.9,6.5,33.2,3.4,9.3,7.4,26.3,12.1,38.4,24.5,4.1
1057,33.0,10.4,40.1,6.7,33.2,3.1,9.6,7.2,27.6,12.3,37.1,21.2,4.0
31045,22.5,8.2,29.2,6.6,26.7,2.4,5.1,5.2,15.8,8.7,34.1,11.3,2.7
40005,27.5,11.0,37.9,6.7,31.6,3.4,10.1,8.0,24.6,12.1,40.4,23.8,4.2
1077,29.6,9.4,35.6,6.7,30.2,2.8,8.0,6.4,25.3,10.9,32.7,17.1,3.4
25001,22.3,10.3,25.6,6.7,26.1,2.2,5.1,4.7,20.5,6.9,24.3,9.9,2.4
17007,22.7,8.7,29.2,6.3,28.5,2.6,6.0,5.4,19.8,9.9,34.3,14.1,2.8
40033,26.6,10.7,37.5,6.5,32.1,3.1,9.0,7.2,24.8,11.5,40.5,22.5,3.7
5099,27.2,10.4,39.5,6.3,32.7,3.3,8.5,7.0,23.9,12.6,38.7,24.3,4.1
54061,30.6,10.4,35.9,6.7,29.9,2.8,7.9,6.9,26.1,11.3,39.9,16.5,3.2
29039,27.5,10.7,31.3,6.8,30.3,3.0,9.7,7.3,25.7,10.7,38.7,22.4,3.8
32009,22.8,9.6,32.0,6.1,29.5,3.3,8.0,7.0,18.6,11.3,36.6,22.4,3.6
19063,23.2,8.4,31.0,6.5,28.0,2.6,6.0,5.8,16.8,9.6,37.4,14.0,3.0
16021,25.1,10.3,29.7,6.5,26.3,2.8,6.8,6.2,23.7,9.7,30.7,16.2,3.2
31025,21.5,8.1,29.3,6.6,27.2,2.2,5.1,5.1,15.9,8.1,36.4,11.9,2.6
13011,25.9,9.6,34.4,6.5,31.3,3.1,9.1,7.2,23.2,11.7,34.0,21.0,3.7
29009,26.7,10.2,30.8,6.6,29.5,3.0,9.2,7.2,24.4,11.0,37.2,22.9,3.7
8105,21.2,9.3,25.8,5.7,26.5,3.1,5.2,5.3,16.9,10.2,28.0,14.8,2.9
2050,28.2,12.9,38.9,6.7,27.5,4.6,11.6,9.9,20.5,16.0,38.3,35.8,6.4
53033,19.6,8.8,26.3,6.3,27.5,2.3,3.9,4.2,22.4,7.8,22.3,7.0,2.4
13077,23.7,8.8,30.5,6.5,29.6,2.7,6.3,5.5,19.9,10.0,31.5,14.0,3.0
55045,23.8,9.5,27.7,6.7,27.5,2.4,5.3,5.0,20.3,7.5,33.0,11.6,2.7
6013,18.2,8.3,24.7,5.8,26.0,2.5,4.1,4.4,15.1,9.4,23.9,9.2,2.5
13043,27.8,10.4,39.5,6.3,31.0,3.9,10.2,8.2,22.0,15.2,39.3,26.8,4.7
17197,21.9,8.8,29.8,5.9,29.0,2.5,5.2,4.8,18.5,9.7,32.7,10.8,2.6
17071,24.4,9.3,29.8,6.7,28.5,2.5,6.7,5.5,22.3,8.8,34.0,13.8,2.8
51700,25.7,10.4,37.8,6.0,27.8,3.1,6.8,5.7,18.8,12.4,39.4,14.1,3.7
48167,19.8,8.0,33.5,6.1,30.6,2.8,5.7,5.5,19.4,12.0,34.4,14.3,3.0
13087,26.0,10.4,40.0,6.2,31.1,3.7,8.7,7.1,20.3,14.6,38.7,22.6,4.5
56031,22.5,9.1,28.4,6.6,25.4,2.6,6.5,5.6,18.8,8.3,31.1,15.1,2.9
35055,20.6,8.6,27.6,5.3,26.0,3.3,4.8,5.3,16.9,11.6,28.4,15.7,2.9
8061,23.9,10.1,27.2,6.6,26.7,2.7,6.3,5.4,19.9,8.0,28.2,14.5,3.0
18183,23.3,9.8,31.2,6.7,29.5,2.6,7.5,5.8,23.2,9.8,34.0,15.1,3.0
1043,32.0,9.8,37.0,6.7,32.3,2.8,8.8,6.7,27.3,10.8,33.2,19.4,3.5
30043,24.0,9.5,24.3,6.7,25.7,2.4,5.3,5.1,23.8,6.7,29.7,11.8,2.6
40039,25.4,10.2,36.5,6.3,32.4,3.3,8.0,7.0,22.0,12.2,41.0,20.6,3.6
27113,21.0,9.1,27.4,6.6,26.8,2.6,5.5,5.4,22.1,8.2,33.8,12.7,2.9
5053,26.2,9.5,34.3,6.7,32.2,2.7,8.0,6.4,25.6,9.6,34.6,18.1,3.2
38085,30.7,12.2,39.9,6.9,28.3,4.9,11.2,10.8,19.7,17.9,48.6,31.4,6.4
5109,27.6,9.9,36.1,6.6,33.6,3.0,8.9,7.1,26.7,11.0,37.8,22.7,3.6
53067,23.6,9.7,28.4,6.6,27.7,2.5,5.0,4.8,25.8,8.3,33.3,10.6,2.7
19053,24.5,9.1,31.8,6.5,29.6,2.8,6.8,6.3,17.1,9.9,35.3,16.2,3.3
40003,23.8,9.1,35.4,6.4,31.5,2.7,7.2,6.4,21.4,10.0,36.6,17.2,3.2
51147,26.3,10.5,36.6,6.3,28.5,3.2,7.7,6.1,20.4,12.6,37.1,16.3,3.9
46105,22.8,8.8,27.7,6.6,25.4,2.6,5.5,5.5,16.6,8.1,32.9,14.5,2.9
18065,25.9,10.2,34.7,6.8,30.5,2.9,8.8,6.6,23.7,10.8,37.2,19.4,3.4
48011,22.1,8.7,30.9,6.6,31.0,2.6,6.4,5.4,22.6,9.5,33.8,12.1,2.9
46071,27.6,11.6,37.3,6.8,28.0,4.4,10.0,9.4,18.1,14.5,38.2,28.1,5.5
1067,30.6,10.2,40.6,6.5,31.4,3.1,8.5,6.7,25.0,12.6,38.5,20.9,4.0
26015,26.9,10.5,29.8,6.8,31.1,2.5,7.1,5.5,22.9,8.7,36.4,11.9,2.8
38051,25.1,9.1,30.6,6.8,28.7,2.7,6.5,5.9,17.4,9.2,37.5,15.0,3.1
36111,22.4,9.8,28.7,6.5,28.7,2.6,6.6,5.2,20.1,8.9,30.5,15.2,2.8
29155,29.7,11.5,35.8,6.6,32.0,3.7,11.0,8.2,25.1,13.7,39.2,27.6,4.8
53011,23.4,10.3,28.0,6.6,26.6,2.5,5.3,5.0,25.8,8.8,33.1,11.1,2.8
2261,21.4,8.9,29.7,6.4,26.9,2.5,5.4,5.1,17.2,7.9,30.7,12.5,2.8
28045,25.0,9.5,35.2,6.5,32.4,2.9,7.4,6.2,23.3,10.6,34.5,16.5,3.4
20057,20.9,8.7,33.4,5.7,30.1,3.2,6.0,6.1,16.7,14.0,43.0,20.3,3.2
13163,27.4,11.1,42.7,6.1,31.6,4.0,9.7,7.6,19.9,16.0,42.2,25.7,5.1
47035,28.4,10.0,35.6,6.8,31.2,2.9,9.6,6.8,27.6,11.2,33.5,18.8,3.5
47073,30.4,10.4,36.7,6.7,32.8,3.1,10.3,7.2,29.7,11.8,40.2,22.4,3.7
37097,24.7,9.1,30.3,6.5,30.6,2.7,6.6,5.6,22.3,9.8,32.5,14.7,3.0
6087,19.2,8.8,25.3,6.0,26.8,2.8,4.8,4.8,17.4,9.4,29.3,10.9,2.7
19117,24.7,8.6,30.0,6.6,28.6,2.6,6.4,5.9,17.1,9.4,35.5,14.0,3.0
48471,23.0,8.6,36.4,6.1,31.9,3.3,7.3,6.7,19.5,13.6,37.9,18.6,3.9
16031,22.9,9.8,29.1,6.0,27.1,3.0,6.0,6.0,20.7,11.1,35.3,17.2,3.1
13197,25.7,10.0,37.4,6.2,30.8,3.5,8.8,7.2,21.0,13.9,36.7,22.9,4.3
51109,26.8,10.2,33.7,6.5,30.3,2.8,7.7,6.0,22.2,10.5,34.7,16.7,3.4
21079,30.8,10.2,37.5,6.9,32.2,2.9,9.8,7.1,26.6,11.3,38.2,22.5,3.6
8015,21.7,9.1,25.5,6.5,26.9,2.5,5.1,4.8,17.5,7.2,25.0,12.1,2.6
36019,23.5,10.8,30.4,6.6,28.1,2.7,7.7,6.0,21.5,9.5,35.8,19.5,3.0
30009,23.2,9.5,26.3,6.7,26.6,2.4,5.5,5.1,23.6,6.9,28.8,13.2,2.6
6023,22.8,10.1,28.6,6.4,27.1,3.0,6.6,5.8,20.8,9.5,28.0,13.6,3.3
12085,22.5,7.9,26.6,6.5,27.4,2.6,6.9,5.4,18.5,9.1,24.2,13.4,2.9
27103,19.9,8.7,26.0,6.6,24.8,2.5,4.8,5.1,21.0,8.0,29.0,9.6,2.6
48211,20.5,8.1,30.5,6.1,30.8,2.7,5.9,5.4,19.8,10.8,35.2,17.0,2.9
1131,34.5,12.1,49.2,6.0,32.7,4.4,10.7,8.4,22.9,18.6,45.4,28.1,6.1
48295,21.3,8.2,31.7,6.1,31.5,2.9,6.5,5.9,19.7,11.8,36.2,16.4,3.2
37061,26.5,10.0,36.0,6.2,31.0,3.7,8.8,7.4,22.8,14.4,39.0,26.9,4.4
17061,25.7,9.5,31.3,6.7,29.3,2.7,7.5,6.0,22.9,9.6,35.7,16.3,3.1
47011,27.7,10.0,34.7,6.6,30.4,3.0,8.9,6.4,28.1,11.9,40.3,18.8,3.4
47099,28.8,10.6,36.2,6.7,31.6,3.0,10.4,7.1,29.1,11.9,39.2,22.5,3.7
37157,26.4,10.1,34.3,6.5,30.6,3.2,8.5,6.7,25.0,11.7,36.6,21.1,3.8
55085,25.7,9.4,27.6,6.6,27.1,2.5,5.3,5.1,21.3,7.4,34.8,11.5,2.7
48085,18.2,7.3,29.0,6.0,31.9,2.3,4.4,4.4,17.8,9.2,30.2,9.2,2.4
19181,22.4,8.2,27.0,6.6,27.3,2.3,4.9,4.9,16.4,8.0,36.5,9.8,2.5
19127,24.1,8.1,29.5,6.4,29.1,2.7,5.8,5.9,16.4,10.2,41.7,14.6,3.0
48281,22.2,8.5,32.2,6.3,31.3,2.8,6.4,5.6,20.8,10.9,35.1,14.2,3.1
29145,26.1,10.1,29.2,6.8,29.6,2.8,8.2,6.5,24.2,9.9,35.6,19.4,3.3
45033,29.9,12.0,44.0,6.2,33.4,4.0,10.2,8.1,21.6,15.8,44.1,26.9,5.3
51013,18.0,7.9,25.0,5.9,28.3,2.2,3.6,3.9,15.6,8.0,23.5,5.9,2.1
13099,28.2,11.2,42.4,6.2,31.4,4.1,9.8,7.8,21.0,15.9,42.5,25.0,5.1
51001,26.4,10.3,37.1,6.2,28.8,3.3,8.4,6.6,19.9,12.7,40.0,19.6,3.9
56037,20.2,8.6,26.2,6.3,25.0,2.6,5.8,5.0,17.9,8.3,33.5,15.7,2.7
55037,25.5,9.7,28.4,6.7,28.9,2.6,5.8,5.5,21.1,7.9,33.4,13.3,2.9
4003,21.2,10.0,31.2,6.1,28.7,3.2,6.1,5.9,18.4,11.3,33.9,17.0,3.0
12019,22.4,8.6,31.0,6.6,26.2,2.8,7.4,5.7,19.5,10.8,32.6,14.3,3.1
23003,26.0,12.1,34.1,6.9,30.1,2.8,9.3,6.8,25.0,9.7,37.8,23.3,3.4
51107,19.4,7.5,26.4,5.9,28.5,2.1,3.9,4.1,14.8,8.3,25.8,6.8,2.2
37123,25.7,9.6,33.5,6.4,30.4,3.2,8.0,6.6,23.4,11.9,36.4,22.3,3.7
36121,23.6,9.9,29.8,6.6,29.2,2.6,7.5,5.8,20.5,8.9,32.8,17.4,3.0
26131,28.2,11.0,31.3,6.8,30.9,2.9,8.6,6.4,24.6,9.8,36.4,14.6,3.3
17141,24.5,9.0,30.4,6.5,29.0,2.6,6.4,5.5,21.1,9.5,35.4,13.6,2.8
31067,23.6,8.6,31.3,6.7,25.8,2.4,5.9,5.5,16.5,9.3,36.1,14.7,2.9
28113,29.0,11.6,45.2,6.1,32.3,3.9,9.2,7.6,23.3,15.8,47.3,26.3,5.1
39051,25.9,10.0,30.4,6.6,26.9,2.6,7.7,6.0,22.1,10.3,37.5,15.1,3.0
35045,23.8,9.9,31.3,6.2,24.6,3.5,7.2,6.4,19.6,12.0,35.5,22.2,3.9
30053,26.9,10.4,27.9,6.7,26.5,2.8,7.3,6.4,24.6,8.2,33.7,18.6,3.3
16065,24.9,10.6,29.7,6.5,26.3,3.3,7.2,6.8,23.6,10.8,36.1,16.8,3.5
40139,23.0,9.4,36.5,5.7,32.5,3.4,7.3,7.1,19.7,13.6,38.4,20.6,3.6
48173,21.2,8.3,33.3,5.8,31.8,3.3,6.8,6.6,19.7,13.3,37.0,16.2,3.4
13275,25.7,10.0,35.8,6.4,29.3,3.4,8.0,6.6,20.6,13.0,37.3,20.3,4.0
19083,23.2,8.5,29.5,6.5,28.7,2.5,5.8,5.4,17.3,9.0,38.8,12.5,2.8
20003,24.9,10.0,33.0,6.7,29.2,2.8,7.4,6.1,21.0,10.1,38.1,17.5,3.2
40097,26.5,11.2,38.1,6.8,32.1,3.3,9.5,7.7,24.7,12.0,39.0,22.2,4.1
22093,25.5,10.0,39.9,6.2,30.8,3.4,7.6,6.5,22.9,12.8,39.8,21.0,4.2
13151,22.7,9.2,35.3,6.0,29.3,3.0,5.9,5.4,18.0,12.2,36.4,14.5,3.4
36017,24.5,10.5,28.4,6.7,27.6,2.7,8.2,6.0,21.6,9.1,33.5,19.1,3.1
40101,27.0,11.0,39.6,6.5,32.1,3.4,9.3,7.5,25.0,12.6,42.7,23.4,4.2
13217,25.0,10.0,37.3,6.2,30.1,3.3,7.3,6.2,19.4,13.1,37.3,18.4,3.9
24037,25.0,9.0,33.0,6.7,31.2,2.5,5.9,5.2,18.1,9.8,36.5,11.1,2.8
31005,22.7,8.7,30.4,6.7,28.0,2.7,6.3,6.2,16.6,9.6,37.2,13.0,3.1
21173,32.0,10.6,39.3,6.9,33.4,3.1,10.5,7.4,27.9,12.1,40.5,25.0,3.8
21069,32.7,10.5,39.1,6.9,33.3,3.1,11.0,7.9,27.0,12.2,38.3,26.3,4.0
45023,27.9,10.9,39.4,6.4,33.5,3.4,8.6,7.0,21.2,13.5,38.3,19.2,4.3
41011,25.6,11.4,30.7,6.6,28.2,3.0,7.1,6.4,27.1,9.5,33.9,17.2,3.4
18121,25.1,10.7,34.1,6.7,30.7,2.9,9.1,6.7,24.3,11.0,37.9,20.3,3.5
54073,32.5,10.4,37.2,6.7,30.9,2.8,9.2,7.4,27.4,11.5,39.9,21.8,3.4
55007,24.5,9.6,29.1,6.7,26.7,2.6,5.5,5.4,20.5,8.1,37.5,12.0,2.9
45059,27.2,10.4,37.2,6.5,31.7,3.2,8.4,7.0,22.8,12.5,39.6,20.0,4.0
17175,25.8,9.6,31.2,6.6,29.0,2.7,7.5,6.1,23.0,9.7,36.1,16.1,3.1
24005,22.9,9.6,32.4,6.3,29.2,2.6,5.6,4.7,17.5,9.7,32.9,10.4,2.9
41007,23.9,10.5,27.9,6.6,26.0,2.7,6.0,5.6,24.9,8.4,29.8,14.9,3.0
28013,28.1,10.6,40.4,6.3,33.0,3.4,8.7,7.0,23.1,13.0,41.1,24.3,4.3
48049,22.1,8.5,33.3,6.2,32.0,2.9,6.8,5.9,21.3,11.7,35.9,15.9,3.2
45057,24.2,9.7,35.4,6.5,31.6,2.8,6.7,5.8,20.2,11.0,34.7,14.7,3.3
44005,23.4,9.7,27.6,6.9,26.3,2.3,5.8,4.6,21.2,7.6,28.2,9.6,2.4
16001,21.0,9.0,27.3,6.4,26.8,2.4,4.8,4.8,22.9,8.5,28.4,10.2,2.6
22031,26.7,10.3,38.7,6.3,32.7,3.5,8.4,7.0,24.6,12.9,39.6,23.1,4.2
47129,29.5,10.3,38.6,6.7,32.8,3.3,11.4,7.9,28.7,13.0,36.8,25.6,4.1
26101,27.2,10.6,30.9,6.8,29.8,2.8,8.0,6.1,24.2,9.6,35.7,13.5,3.1
48437,22.5,8.7,36.2,5.7,32.4,3.7,7.7,7.2,20.0,15.5,41.2,22.1,3.9
30073,26.2,10.7,27.3,6.8,26.2,2.8,6.8,6.1,25.8,8.6,33.8,16.9,3.3
27157,20.6,9.1,26.8,6.5,26.9,2.4,5.1,5.2,22.5,7.9,33.7,10.6,2.7
41041,25.5,10.6,28.8,6.7,25.4,2.9,6.4,5.9,26.1,9.0,33.5,15.8,3.2
39139,28.3,10.4,33.9,6.7,28.9,2.9,9.0,6.8,22.0,11.3,39.8,18.4,3.5
26121,30.7,11.3,33.3,6.6,32.3,3.0,8.2,6.2,26.8,10.3,40.1,14.1,3.4
18027,25.5,10.7,34.3,6.6,29.8,3.0,9.7,6.8,24.4,11.4,39.0,22.4,3.6
13141,27.6,10.9,45.8,5.8,31.2,4.3,9.7,8.1,17.8,17.6,42.9,30.4,5.7
54083,33.0,10.9,38.4,6.7,32.6,3.0,10.1,8.0,27.8,12.2,36.8,24.5,3.6
31173,26.4,10.2,33.8,6.6,26.8,3.6,8.4,7.9,17.7,13.7,45.6,22.5,4.5
37041,26.3,10.1,35.2,6.4,30.1,3.2,7.6,6.3,23.2,11.9,37.5,20.8,3.8
19107,24.2,8.7,31.1,6.6,28.7,2.5,6.2,5.7,17.7,9.2,36.3,13.2,2.9
12009,21.8,8.3,29.3,6.5,27.7,2.8,7.3,5.7,20.1,10.0,29.1,15.4,3.1
29181,29.9,11.4,33.2,6.7,31.8,3.4,11.6,8.4,27.5,11.9,40.2,26.7,4.3
20173,22.0,9.7,32.5,6.8,31.7,2.7,5.8,5.6,20.4,11.1,38.4,15.1,2.9
48493,19.5,7.8,30.8,5.7,30.6,2.8,5.2,5.2,18.8,11.8,37.0,13.2,2.8
21039,32.2,10.5,39.7,6.9,32.9,3.1,10.6,7.7,27.3,12.2,38.1,25.8,3.8
48261,23.0,9.9,37.9,5.1,33.9,4.6,9.2,8.6,21.7,19.9,44.2,23.9,4.7
8081,22.8,9.7,26.8,6.4,26.7,2.7,6.1,5.4,18.5,8.6,27.3,14.8,3.0
6077,20.3,9.6,28.8,5.4,28.6,3.1,5.3,5.5,16.0,11.5,31.9,15.0,3.1
21227,28.7,9.6,37.1,6.6,32.2,2.9,8.4,6.7,24.0,11.6,34.9,19.2,3.4
28003,27.0,10.2,38.3,6.5,32.6,3.1,8.5,6.7,24.1,11.3,40.4,20.5,3.8
27093,21.0,9.0,27.1,6.5,26.5,2.5,5.3,5.4,21.5,8.1,35.0,11.5,2.8
42003,24.4,10.0,28.5,6.8,26.3,2.5,5.7,4.9,19.8,8.3,28.7,11.5,2.8
27073,20.5,9.2,27.7,6.6,26.3,2.5,5.4,5.4,22.4,8.0,34.5,11.7,2.8
37093,25.9,10.1,35.6,6.1,30.4,3.5,7.5,6.6,22.1,13.8,40.2,21.2,4.2
13269,28.6,11.1,41.2,6.3,31.6,4.0,10.5,8.1,22.1,15.4,39.9,25.9,5.0
55115,25.1,9.9,29.5,6.7,28.1,2.7,6.1,5.7,21.3,8.6,37.0,14.1,3.0
29221,28.6,10.8,33.7,6.8,31.1,3.1,10.4,7.7,26.8,11.1,37.8,24.3,3.9
18091,24.2,10.3,35.5,6.4,31.0,3.0,8.7,6.6,20.9,12.0,37.1,20.5,3.5
42113,27.1,10.5,30.4,6.7,28.7,2.7,7.6,6.0,22.6,9.1,35.1,17.5,3.2
16055,23.8,10.1,28.2,6.5,25.7,2.6,5.8,5.5,22.7,8.7,30.6,13.1,2.9
18001,24.6,10.3,33.7,6.7,29.6,3.0,9.2,6.8,24.1,11.4,37.0,20.9,3.5
21193,34.5,10.8,41.8,7.0,32.6,3.4,12.1,8.4,28.6,12.9,40.6,28.4,4.3
47141,26.7,9.8,36.4,6.6,31.9,3.0,9.1,6.7,27.7,11.6,37.4,19.4,3.4
26007,29.0,10.9,31.7,6.8,31.7,2.9,8.4,6.3,26.0,9.7,36.9,13.7,3.2
29117,27.0,10.8,30.2,6.8,30.2,2.8,8.7,6.4,26.3,9.9,38.5,18.6,3.4
37187,27.7,10.8,38.6,6.2,30.6,3.6,8.7,7.0,22.7,14.1,40.5,24.6,4.6
19171,22.9,8.5,29.9,6.4,27.5,2.6,6.1,5.7,16.5,9.7,37.7,13.9,3.0
