CountyFIPS,MHLTH,PHLTH,GHLTH
42019,14.3,11.0,15.0
42063,17.1,14.3,20.2
38087,11.5,10.2,14.9
40037,17.2,14.4,21.7
54101,23.6,20.5,30.2
48125,15.1,14.9,26.3
48389,13.4,14.3,29.4
25005,16.0,12.2,16.7
19071,13.9,11.2,15.3
5111,20.4,17.7,26.6
29001,17.0,15.0,21.1
1065,20.0,17.6,28.8
1069,18.4,15.6,23.3
26085,20.5,17.2,24.3
5075,19.8,17.0,24.4
55065,14.7,11.8,15.9
48095,15.1,14.7,27.5
32001,15.3,13.7,18.7
51735,13.1,10.1,13.8
8039,12.3,9.5,11.9
29131,17.2,14.8,20.8
37075,17.5,15.0,22.8
1091,19.1,16.7,26.6
19135,14.0,11.1,15.7
5101,18.6,15.8,22.2
18097,15.8,13.5,21.8
8069,12.4,10.1,12.3
1129,20.1,17.5,26.0
48159,13.9,11.4,18.0
38077,12.0,10.7,15.4
26141,18.1,14.1,18.5
29227,16.6,13.9,19.5
48423,14.8,13.0,21.7
16045,15.5,14.5,19.3
5139,18.6,16.3,24.4
17189,14.7,11.4,15.4
8103,14.2,11.7,15.5
55127,13.2,10.7,14.4
1035,19.8,17.4,27.8
13117,12.6,9.6,13.2
51157,14.0,11.0,16.0
27121,13.0,10.3,14.0
48003,13.9,13.4,25.9
5077,19.5,18.5,30.6
46031,17.9,18.9,30.0
30067,14.4,11.4,14.0
12111,16.2,14.5,22.4
18073,15.6,13.0,19.1
42033,16.8,14.4,21.6
17013,15.7,12.5,17.4
16067,14.7,15.2,23.4
22083,21.2,18.0,29.2
19061,12.8,9.5,13.0
16023,16.2,14.8,19.2
20033,14.6,11.1,16.4
20175,14.8,14.7,29.0
5131,17.9,15.9,24.8
36011,15.6,13.0,18.1
55047,14.7,12.0,16.5
48409,14.2,14.5,27.7
13075,19.7,17.3,26.1
53035,13.7,11.5,15.1
21029,16.6,13.9,20.2
17199,15.5,12.6,17.5
6011,13.8,14.0,24.6
37053,14.6,11.5,16.8
13031,18.4,15.8,22.6
39011,16.5,12.6,17.3
51081,16.0,14.8,25.7
51710,15.2,13.3,21.7
41035,16.8,14.5,21.8
18071,16.5,14.4,21.6
36113,14.3,11.4,15.3
1045,18.0,15.3,23.0
30035,20.1,20.0,26.9
27151,14.1,11.8,16.8
1089,15.1,12.4,17.9
49029,13.0,10.1,12.1
49025,14.4,12.1,15.6
19109,13.5,10.7,14.9
22025,19.6,16.3,26.4
48005,16.4,14.7,26.8
48269,16.0,14.5,24.6
51061,13.2,10.2,14.4
40115,18.8,17.0,25.7
18151,15.7,13.1,18.7
53057,13.8,12.2,17.6
30045,14.7,11.8,14.4
47123,19.9,17.8,25.9
46065,11.5,9.5,13.9
55078,19.4,18.9,27.1
8083,14.8,12.8,17.6
32011,15.1,12.9,18.2
30109,15.1,12.3,15.8
55069,14.4,11.2,14.7
37079,16.3,15.5,27.2
48303,14.1,13.2,22.8
38053,11.8,10.7,16.2
47173,20.8,18.1,26.6
48091,12.4,10.7,17.3
27149,12.6,10.4,14.7
18093,16.5,14.0,20.2
19173,14.0,11.6,17.1
19075,12.5,9.3,12.4
16053,15.0,15.7,24.2
18029,15.6,12.9,18.0
16057,14.4,12.6,15.1
8093,13.0,10.1,12.7
29105,17.9,15.5,22.0
50001,13.1,10.2,11.8
53077,14.9,15.6,25.7
20141,14.9,11.4,16.6
28005,18.6,15.7,26.6
1119,19.8,17.9,29.0
5015,17.4,15.5,23.7
35001,14.2,12.2,19.6
31095,13.7,11.4,16.6
46075,11.7,9.5,13.7
48387,17.7,15.5,24.8
37151,16.2,14.1,22.3
29075,17.2,14.5,20.5
50023,13.6,10.8,13.4
22023,18.8,14.7,21.8
8073,14.1,12.5,18.2
6037,12.2,12.1,21.8
48345,14.8,12.9,21.1
26051,19.3,15.7,21.1
25019,12.2,9.6,13.0
13321,19.3,16.3,23.9
29011,18.1,15.9,22.9
51015,15.4,12.3,17.8
8029,15.1,13.4,18.9
40007,15.0,13.9,22.9
1055,19.1,15.5,23.0
53013,14.9,13.3,17.5
13055,20.5,18.1,26.8
17093,12.0,9.7,14.6
28055,20.5,19.3,36.1
40061,18.5,16.5,24.8
2060,14.7,12.4,18.7
13009,18.1,15.7,23.5
22053,19.3,15.4,23.9
29041,17.0,14.1,20.1
1025,20.0,17.7,27.6
40125,17.5,14.9,22.6
54063,21.4,17.7,25.6
31031,12.9,10.5,15.0
13119,19.2,16.2,23.0
20097,14.7,11.5,17.6
55141,14.2,11.3,14.9
12125,18.7,17.2,26.4
1109,18.5,16.1,24.4
41025,16.6,13.4,19.0
16043,14.8,14.0,19.0
38079,16.7,18.1,28.2
45021,17.3,15.8,23.3
31107,12.8,10.8,15.5
9011,13.4,10.6,14.1
42099,16.7,13.5,19.6
55009,13.2,10.8,14.5
51149,14.0,11.7,18.6
26081,15.2,12.3,16.4
42129,15.2,12.1,16.7
27115,14.4,12.0,17.4
55061,13.8,10.7,14.1
26163,17.6,14.5,22.1
17033,15.6,12.9,18.6
18181,16.0,13.8,20.4
5067,21.2,19.2,29.1
48431,14.1,13.1,23.6
18033,16.1,13.3,19.2
36075,16.3,13.4,18.7
13227,17.5,13.6,18.5
30075,15.3,12.3,15.1
51685,12.5,11.6,20.5
54021,19.1,16.7,26.0
31159,11.9,9.8,13.3
21131,22.3,21.4,32.1
21229,17.4,15.3,22.9
26017,17.9,13.8,19.0
38015,11.0,9.3,13.3
27037,11.0,8.6,11.9
56009,13.7,11.4,16.3
1099,20.1,17.8,27.5
47029,21.2,18.6,27.7
48473,14.8,13.7,24.0
48461,14.3,13.9,26.6
13161,21.0,19.4,29.2
39025,16.7,12.7,17.7
21199,19.3,17.3,25.7
12033,16.6,14.2,20.9
48367,14.2,11.8,18.0
40071,17.0,14.9,22.6
33003,15.2,11.6,14.4
21195,20.4,18.6,28.1
6101,14.3,13.6,22.1
47059,19.6,17.1,24.6
37015,16.8,15.6,27.2
20063,15.2,11.6,17.3
48069,13.9,14.0,27.5
19031,12.5,9.4,12.6
5141,20.3,17.8,25.7
46129,11.9,9.9,14.7
26055,15.6,11.8,14.5
18015,16.0,13.6,19.8
55087,13.0,10.0,13.4
28127,17.9,14.5,24.9
47093,16.5,13.3,18.7
20119,14.5,11.9,20.0
30081,15.2,12.3,15.6
25015,14.4,10.7,13.4
48101,17.7,17.2,29.9
40035,18.6,16.7,25.2
45085,16.1,14.9,22.9
45007,16.1,14.5,20.3
27085,13.4,10.7,15.2
12063,18.9,17.5,26.2
31043,12.0,12.1,22.1
13311,17.1,13.5,18.2
2188,19.6,19.6,31.1
5097,20.2,17.7,26.2
17155,14.4,11.4,16.0
47165,16.3,13.3,19.2
18135,17.2,14.6,21.3
20183,15.2,11.5,16.9
17019,13.9,11.7,16.7
24003,12.2,9.5,13.6
45061,17.1,16.8,27.4
39073,18.6,14.9,21.5
45091,13.7,11.4,16.2
44001,14.4,10.6,14.1
55107,15.4,12.7,17.3
47187,12.7,10.0,13.5
6003,15.0,13.7,19.6
24035,13.1,9.9,13.1
48397,12.1,9.8,15.2
39153,16.2,13.2,18.8
20025,14.1,11.2,16.9
13039,16.7,13.8,19.7
48313,14.6,13.7,24.4
5123,19.4,18.4,30.8
19085,13.6,10.7,14.7
5005,18.5,15.2,21.0
17173,15.8,12.7,17.6
48031,13.9,12.0,19.4
36051,14.9,12.1,16.5
28015,17.8,14.7,25.2
26103,16.7,13.0,16.5
47101,20.1,17.6,25.4
6067,13.0,11.9,18.1
40041,18.7,16.8,25.6
48239,14.3,13.2,22.8
41043,16.4,13.3,19.6
39083,17.3,13.3,18.3
8059,11.4,9.3,12.2
41013,16.6,13.5,19.8
46045,11.4,9.3,13.2
48203,16.1,14.1,23.1
46107,11.5,9.4,13.5
37009,15.8,13.2,19.7
47131,20.0,18.0,26.6
53069,15.0,12.6,16.8
18175,17.2,14.4,21.1
54093,19.7,15.9,23.0
48229,16.6,18.8,38.5
46123,13.4,11.8,17.7
22009,20.6,17.4,27.9
29183,13.3,10.6,14.1
35021,14.7,13.7,22.0
21037,15.5,13.0,18.6
13067,13.7,11.1,16.4
48503,15.5,13.7,22.5
2158,24.5,26.8,42.3
29083,17.9,15.5,22.0
51181,16.1,13.7,22.1
21111,15.5,13.3,20.3
18079,16.9,14.3,20.8
27071,14.5,11.8,16.4
39109,17.1,13.1,18.2
12115,14.7,12.0,16.2
42027,14.6,12.4,17.1
29215,19.1,17.3,25.3
20205,16.4,12.8,19.3
21007,18.1,15.8,22.8
42081,16.3,13.1,18.5
37087,15.3,12.4,17.8
53005,13.9,12.6,17.4
42005,16.9,13.7,19.4
29019,14.7,12.4,17.0
30011,15.5,12.4,15.0
42111,16.9,14.0,20.2
6089,15.3,13.2,17.8
55117,13.1,10.4,14.0
29119,18.9,17.8,27.8
12086,14.2,14.5,25.5
13131,18.9,16.7,25.7
2105,15.5,13.7,20.9
16033,15.5,17.0,28.2
1015,19.1,15.7,23.7
31137,12.3,10.0,14.1
48293,16.3,15.4,26.7
22063,17.6,13.6,20.3
8003,14.3,14.4,22.8
39147,17.4,14.2,20.5
51037,18.3,16.1,25.4
33015,13.4,9.7,12.5
51750,17.8,15.5,22.1
18081,14.2,11.6,16.7
10005,14.5,12.6,18.6
51770,16.3,14.3,22.8
13249,18.5,15.3,22.1
19183,13.1,10.6,15.1
1079,20.2,17.0,24.9
17109,15.8,13.1,18.1
21101,17.6,15.6,22.7
35011,16.3,15.1,24.1
13097,16.0,13.5,21.1
51075,13.2,10.4,14.9
49051,12.2,10.1,13.2
56039,10.5,8.5,11.6
4005,15.4,13.0,17.5
17043,11.2,9.2,13.6
8117,11.5,9.3,12.0
22019,18.3,14.1,22.0
46035,12.0,10.2,14.8
8053,12.6,9.9,12.6
31073,11.4,9.2,12.9
55039,13.8,11.1,15.1
51161,13.6,11.0,15.5
6045,14.5,13.5,20.0
29177,16.6,13.7,19.3
17009,14.6,13.2,20.6
51105,19.1,17.2,25.8
27125,13.8,11.2,15.6
28077,17.7,14.5,25.2
40133,19.1,17.1,26.3
37159,15.7,13.4,20.7
26153,19.1,15.3,20.6
19149,12.7,9.9,14.0
39045,16.5,12.5,18.0
22125,15.6,12.7,20.8
20005,15.4,11.8,17.6
31027,12.2,9.7,13.6
40099,17.3,15.1,22.9
13183,18.1,15.9,24.0
51009,16.2,13.5,20.4
19045,14.3,11.2,16.3
40103,15.7,12.9,19.1
13001,20.1,18.1,27.5
36099,15.5,13.0,18.6
28141,19.1,15.6,25.3
13219,13.4,10.1,13.1
38071,11.7,10.7,15.5
50013,13.1,10.3,12.6
21175,19.6,18.8,28.7
48219,14.9,14.7,27.0
17073,14.6,11.8,16.6
48439,13.2,11.9,20.4
18123,16.1,13.7,19.7
27051,13.9,11.2,15.4
48165,15.7,15.0,28.5
48175,14.3,13.1,22.9
54071,21.2,17.7,26.0
12053,16.9,15.3,21.7
56029,12.5,9.9,13.2
19139,12.7,10.9,16.3
12095,14.7,13.5,22.4
55017,14.2,11.2,14.5
29149,19.9,17.8,26.1
16003,15.2,13.4,17.2
44007,15.9,13.1,19.8
39173,16.1,12.7,17.1
13301,20.5,18.5,29.9
45055,15.3,13.7,19.8
48205,12.8,11.5,20.0
19055,13.5,10.5,14.4
4013,14.0,11.9,18.0
17029,16.2,13.5,18.7
39137,15.8,12.0,16.5
55053,15.1,12.5,17.3
12007,19.7,18.1,26.0
30065,16.2,13.9,18.1
38007,11.1,9.8,14.5
49007,15.7,13.7,18.7
42047,16.0,12.9,17.9
42035,17.2,14.2,20.1
35049,13.2,11.0,16.5
31155,12.1,9.7,13.2
16087,16.0,15.9,22.2
5059,18.9,16.5,24.0
19021,12.5,11.7,19.3
37039,16.6,13.9,20.4
6055,11.8,10.7,16.4
22099,19.1,15.3,24.6
18059,14.4,11.7,16.4
47037,15.4,13.2,20.2
17053,15.7,12.8,18.0
48469,14.1,13.9,24.8
2240,14.3,12.2,18.7
36069,13.8,10.7,14.4
13195,18.4,15.4,22.0
19119,13.1,10.0,14.0
18007,16.9,14.8,21.4
13271,18.9,19.0,32.0
1133,20.7,17.6,25.6
54085,21.9,18.0,26.7
6109,14.4,12.5,17.8
8014,10.6,8.2,10.4
46099,11.1,9.3,13.7
51595,18.9,18.3,31.3
36021,14.1,11.5,15.9
27023,13.8,11.4,16.5
49017,15.0,12.7,17.2
48141,13.6,14.4,28.6
21073,15.8,13.7,19.8
20015,14.0,10.6,15.5
54029,20.2,16.7,23.6
22073,18.8,15.5,24.7
20153,14.7,11.6,17.4
51111,17.1,15.2,25.1
17063,13.7,11.1,15.6
20055,14.1,12.9,24.8
27061,13.9,11.2,15.1
29147,16.8,14.3,19.8
18145,16.2,13.8,20.1
48039,12.7,11.3,19.4
28119,21.1,19.5,35.5
42091,13.0,9.9,14.3
48249,14.5,15.4,30.9
20111,14.4,12.1,19.9
21059,17.1,14.8,21.4
42017,13.1,10.2,14.4
48283,13.7,15.0,31.5
26125,14.2,10.6,14.2
42069,15.4,13.0,18.8
48061,15.1,16.9,34.5
17147,13.9,10.6,14.4
5089,19.2,16.3,23.0
51640,18.8,17.6,27.8
6025,14.0,15.7,28.8
23001,16.0,13.1,17.9
27135,13.1,10.6,14.5
47067,22.2,19.8,28.8
53043,15.1,13.0,16.7
4023,14.7,15.6,28.7
12021,13.7,12.6,19.2
45027,17.0,16.1,26.4
51045,14.8,11.4,15.9
13153,16.2,13.2,19.2
20089,15.9,12.4,18.4
21137,19.7,17.8,26.2
37125,13.9,11.3,17.0
48375,15.8,15.7,28.7
51193,15.5,13.5,21.3
35047,14.9,15.4,26.2
21239,15.2,13.0,18.7
48111,14.4,13.8,25.9
31069,12.1,10.1,14.3
20049,16.9,13.7,21.1
17181,16.2,13.8,19.9
13273,20.6,18.7,29.8
22117,20.8,17.2,28.3
48495,14.5,14.6,28.5
20191,15.1,11.5,17.8
39065,18.7,14.7,20.7
46115,11.8,9.7,14.2
24013,13.1,9.6,12.8
5039,18.9,16.6,26.5
36027,13.2,11.0,15.6
27165,13.2,12.1,19.7
47023,18.9,16.1,23.1
37073,15.7,13.0,20.4
13025,21.2,18.1,25.7
53019,17.3,15.7,21.3
46009,12.2,11.0,16.8
28147,19.3,16.5,28.6
45069,18.2,18.2,29.6
48405,17.8,16.0,26.3
46081,11.5,9.5,13.9
29225,18.1,15.8,22.9
31091,12.6,10.2,14.3
41009,16.3,12.9,18.7
20143,14.5,11.1,16.3
40081,17.5,14.6,21.6
24043,15.1,12.5,18.2
18143,18.0,15.7,23.2
19077,13.4,10.4,14.4
51031,15.8,13.2,19.7
39017,16.4,13.3,18.7
48485,15.2,13.5,22.2
17083,15.1,11.8,16.2
21103,18.2,16.1,23.8
48055,14.9,15.0,28.5
17201,14.8,12.9,20.2
26029,16.2,12.4,15.7
47107,19.3,16.7,24.8
21147,21.6,21.9,33.1
8067,12.5,10.0,12.9
28089,13.4,10.2,16.2
29091,18.6,16.7,24.1
48195,16.1,16.3,30.4
19159,13.7,10.9,15.0
55125,14.2,11.6,15.2
39087,20.1,16.0,23.5
18167,16.9,14.6,21.4
30091,14.7,11.9,15.1
40017,14.4,11.6,17.1
13139,15.8,14.1,22.2
19189,13.2,10.4,14.8
39043,16.6,13.4,19.8
46017,19.4,20.8,33.8
21045,20.5,19.3,28.8
22127,19.1,15.8,25.2
6075,10.3,8.9,13.7
17027,14.6,11.6,16.4
51670,18.0,16.4,26.6
13015,17.8,14.8,21.5
20197,13.7,10.0,14.8
8123,12.8,11.1,15.8
42089,14.5,12.7,19.8
5049,21.4,18.8,26.8
22001,20.1,16.5,26.1
49041,16.0,13.6,18.2
54049,20.4,16.5,24.2
16025,15.7,14.7,19.4
48139,13.6,11.8,20.1
42001,15.3,12.6,18.3
21015,14.6,11.9,16.5
48459,16.3,13.9,21.8
28069,19.6,17.7,31.3
48221,14.4,11.9,18.6
38065,11.6,10.1,14.6
8109,14.4,13.8,21.7
28153,18.0,14.9,25.8
48025,14.4,15.1,29.4
39117,18.2,14.2,20.2
6081,10.3,9.0,13.6
1007,19.1,16.4,25.0
31145,13.0,10.9,15.3
27101,13.2,10.6,15.2
53029,13.0,11.2,14.2
46059,11.3,9.1,12.7
26039,18.0,14.3,18.8
29027,15.9,13.5,18.9
42119,14.9,12.6,19.0
8045,12.5,10.7,15.2
19125,12.6,9.6,13.2
21219,18.6,16.7,25.4
13241,18.2,15.5,21.9
54015,23.4,20.3,30.4
40051,16.0,13.2,20.2
13105,19.6,17.3,26.3
40153,15.0,12.9,20.0
13091,19.1,16.7,25.1
6111,11.6,10.9,17.8
2150,12.4,10.4,16.4
17117,16.0,12.9,17.8
31081,11.7,9.2,12.7
20069,14.3,11.3,18.8
5113,20.2,18.1,26.2
48341,14.2,14.2,27.6
53063,15.0,13.2,16.8
37167,15.8,13.1,19.9
1071,20.1,16.8,24.4
35019,14.0,13.7,24.5
39053,19.1,15.9,22.9
51097,15.2,12.7,19.4
17127,16.9,14.0,20.2
47157,16.7,14.9,23.7
29159,16.9,14.9,21.8
38031,11.6,10.1,14.5
28025,18.3,15.9,27.9
13175,19.9,16.6,25.5
21167,17.4,15.2,22.4
30057,13.4,11.0,13.5
54035,20.4,16.6,23.2
39023,18.8,15.0,21.8
18051,16.0,13.2,18.6
37117,16.9,15.0,24.4
21083,18.4,16.4,24.7
41063,16.1,12.5,17.4
13211,16.5,12.9,18.2
17161,14.5,12.2,18.2
51199,12.3,9.7,14.0
54079,18.4,14.3,19.7
50021,15.2,11.3,14.2
29203,19.8,18.1,26.7
35027,14.4,12.4,18.6
51840,14.7,12.9,20.4
31017,13.6,11.6,16.4
48183,15.9,14.4,24.2
39107,16.9,12.8,17.7
26147,17.4,13.5,17.9
36091,13.1,9.8,13.0
13081,20.9,19.1,29.2
32023,16.5,14.8,22.1
22107,22.4,20.3,34.0
39129,17.4,13.9,19.9
24023,16.1,12.8,18.1
24033,12.3,10.6,16.8
16077,14.7,14.8,22.3
5103,19.8,18.3,28.3
13293,19.5,16.5,24.7
20113,14.4,10.8,16.0
48285,15.0,12.9,21.6
28133,18.8,17.2,31.9
54005,23.5,19.7,28.7
19013,13.7,10.8,15.6
45005,17.4,17.8,30.2
49015,15.8,13.0,17.3
42055,15.9,13.1,19.0
17171,16.0,12.7,17.6
17137,15.7,13.0,18.6
48259,12.1,10.2,16.4
47087,20.6,17.9,26.0
15005,10.7,11.0,16.1
37031,14.4,11.6,16.8
28039,17.9,14.4,22.9
20079,13.8,10.7,16.5
38095,12.7,11.4,16.8
12109,14.3,11.4,15.2
8021,14.0,14.1,23.5
51119,15.4,12.6,19.2
47151,21.2,18.5,27.1
31061,13.5,11.3,16.3
26093,14.8,10.4,13.2
39163,20.8,17.3,24.7
41053,14.7,12.3,17.6
22043,18.6,15.4,24.9
17107,14.9,12.2,17.5
6047,14.7,15.5,27.2
13205,19.9,18.2,28.8
47043,18.4,15.7,22.8
5003,19.6,17.7,27.2
19047,13.2,12.1,20.1
29053,16.0,13.5,19.2
21177,18.4,16.6,25.4
18105,15.3,13.1,18.2
51630,14.3,12.0,18.6
48213,16.7,14.6,23.7
38001,11.7,10.2,14.4
55003,16.1,13.4,18.0
17045,15.6,12.3,17.0
13263,19.6,17.3,27.5
48323,15.7,17.8,36.9
40143,15.3,13.2,20.3
20103,13.5,10.2,16.1
27053,11.6,9.1,12.9
12047,19.9,19.6,30.8
5025,19.4,16.8,24.3
28143,17.6,15.1,27.5
45035,14.1,12.4,18.0
22065,22.0,19.9,33.9
51053,15.7,13.1,20.5
21051,22.7,22.5,34.7
42025,16.0,13.3,19.2
48083,15.3,13.3,21.9
48149,14.7,13.0,22.0
37137,15.7,13.5,21.0
12073,15.7,13.1,18.2
18115,16.0,13.1,18.8
16005,15.0,14.2,17.9
51167,18.4,15.8,23.4
20161,14.3,11.5,16.7
13145,15.1,11.6,15.6
23009,14.8,12.3,15.2
19069,13.5,11.3,16.8
19095,13.1,10.1,13.8
29137,17.3,14.7,21.3
48119,15.8,13.4,20.9
6017,12.9,10.6,14.2
5069,19.2,16.9,27.1
21113,16.8,14.5,21.2
51740,15.9,13.5,22.5
47171,19.3,17.3,25.3
48089,14.3,13.3,23.2
36035,16.4,13.6,19.3
29129,16.5,13.8,20.0
18159,15.5,12.8,18.3
32003,14.4,13.5,20.8
35006,17.7,17.1,27.8
42109,16.6,13.6,19.2
1097,17.8,15.1,22.5
13281,17.2,13.7,18.4
18031,15.9,13.4,19.4
16013,12.9,12.1,16.6
21021,17.1,15.1,22.2
33013,14.1,10.5,13.4
16059,15.9,14.3,17.7
19133,14.3,11.5,16.3
48385,16.8,16.2,28.0
17191,16.4,13.5,18.8
29067,19.7,17.6,25.9
1127,20.4,17.0,24.2
51089,17.8,15.6,24.2
30001,14.4,11.9,15.2
17091,15.1,12.7,19.0
37143,15.9,13.2,20.4
46073,11.2,9.2,13.7
21065,21.0,19.6,29.1
8101,14.1,12.8,19.9
1037,18.9,16.0,24.9
21155,19.6,17.7,27.0
55129,14.7,11.7,15.4
19167,12.0,9.5,13.5
48277,17.0,14.6,23.2
18017,16.3,15.1,23.4
8075,13.9,12.4,17.6
53049,15.6,14.1,19.5
30027,15.0,12.2,15.2
46029,12.5,10.3,15.0
22087,19.1,15.7,25.8
25017,12.0,8.8,12.0
5079,18.6,17.3,27.6
39035,16.7,13.4,20.0
31179,12.1,10.1,14.1
27173,13.8,11.3,15.9
18021,16.9,13.9,19.8
55071,14.0,11.2,15.2
40123,16.4,13.9,20.7
19197,13.3,11.0,16.4
13057,14.4,11.2,15.1
20167,15.4,11.8,17.7
2290,19.1,18.2,28.7
29167,17.4,15.0,21.4
40025,15.3,14.2,23.2
38045,12.5,11.3,16.4
30015,16.0,14.0,17.8
48131,14.8,16.4,33.7
12015,16.0,13.9,19.9
30099,15.5,12.6,15.7
48419,17.2,16.0,27.5
37103,17.7,16.1,26.0
20133,16.1,12.8,19.4
26043,16.7,12.8,16.2
56021,12.4,10.5,15.5
18085,15.4,13.1,19.6
48311,12.1,11.0,19.5
47181,19.6,17.4,26.6
27109,11.2,8.7,12.0
40089,19.4,17.9,27.5
51003,12.5,9.8,14.0
32013,15.1,13.8,20.9
46093,11.1,9.3,13.5
26073,18.8,15.4,20.3
55023,14.7,11.9,15.9
46051,11.6,9.6,14.6
48395,15.3,13.8,23.7
29097,16.5,14.9,21.6
13047,17.1,13.6,18.2
25027,13.6,11.1,15.5
51063,15.9,12.9,18.6
29003,15.3,12.5,17.5
40059,15.2,13.9,22.5
8037,11.3,9.7,13.9
21211,15.8,13.8,20.7
9005,12.8,9.6,12.5
51143,16.9,14.7,22.2
51131,15.5,13.9,22.8
51023,14.5,11.2,15.7
21001,19.4,17.8,26.6
48333,15.6,13.8,22.9
48267,15.7,14.7,25.0
31115,12.4,10.1,13.6
54055,22.3,18.6,26.7
55067,15.3,12.5,16.6
48449,15.5,15.2,27.7
1101,16.8,14.3,22.9
21121,22.0,20.9,31.2
29033,17.5,14.8,21.1
48093,14.2,12.7,21.8
2013,12.0,12.5,22.8
6027,13.5,12.0,17.8
17157,15.8,13.5,20.4
39099,17.6,15.0,21.9
37195,16.3,14.8,25.3
31125,13.0,10.7,15.2
41033,17.1,14.8,20.9
47053,18.9,16.4,24.2
28063,19.4,17.8,32.9
40069,17.9,16.1,24.5
35033,14.6,14.6,24.9
26139,15.0,11.2,15.0
28103,19.4,17.2,32.0
30079,15.7,13.5,17.5
55133,11.6,8.6,10.9
48331,15.8,14.6,25.4
5133,18.0,17.4,28.5
55033,14.3,11.5,14.7
51570,15.2,12.4,18.7
19005,13.5,11.1,16.5
5143,16.3,14.8,22.1
12023,18.3,15.7,22.8
23023,14.3,11.9,15.7
48355,14.1,13.8,26.2
23019,15.7,13.4,18.5
13111,17.7,14.1,19.2
1033,18.4,15.2,21.9
21091,17.8,15.2,22.0
16069,15.3,13.7,17.6
12101,16.6,14.2,20.5
18041,18.3,16.2,23.5
13235,19.2,16.1,24.0
36083,14.3,11.2,15.4
19103,11.8,9.5,12.5
54069,18.6,15.1,21.0
47003,18.3,16.2,25.3
26063,18.0,14.1,18.7
26009,16.8,13.0,17.0
13155,19.5,17.4,26.2
45043,15.3,13.7,20.6
42065,17.4,14.5,20.6
5033,19.0,16.5,24.8
41023,17.5,14.3,20.6
37181,17.2,15.8,27.2
39171,17.3,13.8,19.7
27007,14.8,12.9,18.0
36005,15.3,15.8,30.0
32510,14.9,13.2,19.6
56017,14.2,12.2,17.0
12039,18.5,17.2,27.2
37023,16.5,14.2,22.1
21185,13.5,11.0,15.3
13169,17.7,14.3,20.5
16051,13.8,12.5,16.5
31009,12.6,10.1,13.7
45013,12.6,11.0,15.3
29111,17.7,15.2,21.8
48357,15.2,15.3,28.5
47117,18.5,15.7,23.6
20127,14.9,11.5,17.1
48045,16.1,15.1,25.4
48153,14.4,14.4,27.5
51175,15.7,13.2,20.7
19039,13.8,11.8,18.1
31051,12.0,10.1,15.7
39003,17.4,13.9,20.1
12081,15.9,13.6,19.5
22035,23.1,22.3,39.3
29195,16.6,15.0,22.9
26109,18.0,14.1,18.7
31169,12.8,10.4,14.5
25003,14.9,11.4,15.0
54099,22.5,18.7,27.7
55095,14.2,11.0,14.4
27045,13.4,10.8,15.1
17097,12.0,10.1,15.6
47081,19.8,17.2,25.4
25007,13.6,10.2,13.0
45077,15.6,13.7,19.1
13319,19.4,16.7,25.5
20039,15.0,11.4,16.9
1063,22.0,21.2,35.6
48305,15.7,15.9,29.4
39027,18.5,15.0,20.7
28007,18.9,16.1,28.2
27089,13.3,10.6,15.1
42007,16.0,12.9,17.9
37089,13.9,11.4,16.7
51800,14.0,11.7,18.5
46101,12.1,10.2,15.2
47145,18.2,15.1,21.8
18095,16.9,14.9,21.8
29121,16.8,14.2,20.3
33005,14.9,11.2,13.7
55119,15.1,12.3,16.5
12035,16.5,14.2,19.4
37017,17.3,15.6,25.9
36043,15.9,12.7,17.8
26053,18.3,14.6,19.5
51036,16.5,14.1,23.1
48071,14.1,12.1,20.0
39141,19.2,15.8,22.8
18013,15.3,12.7,17.6
22057,19.0,14.7,23.1
56011,13.5,10.9,15.0
46135,11.6,10.0,14.9
54001,21.8,18.1,26.1
29107,16.4,13.7,19.0
37183,11.7,9.4,14.0
17123,15.2,12.1,16.8
35013,15.6,14.9,24.8
21061,19.6,17.8,26.3
31097,12.0,10.8,17.1
46037,12.9,11.1,16.5
17037,14.2,12.0,17.5
48041,14.5,13.2,22.0
25009,12.9,10.8,15.2
5087,19.9,17.4,25.6
26107,18.4,14.7,19.3
53045,15.3,13.8,18.7
27079,12.6,10.3,14.4
42071,14.9,12.5,18.8
45083,15.0,13.7,19.7
17011,14.8,12.3,17.8
37131,17.2,15.6,26.7
51047,14.5,12.0,18.6
40029,19.3,17.4,26.5
29005,16.0,13.4,18.4
37165,18.1,16.8,27.6
45009,16.5,15.7,25.3
21119,21.7,21.2,31.2
48377,17.6,20.8,41.5
29047,14.3,11.8,16.3
48113,13.4,12.9,23.9
19151,13.7,11.0,15.6
32005,13.7,11.4,15.1
1023,20.1,17.4,27.3
28053,20.9,19.7,37.1
29043,15.5,12.6,17.4
18061,16.2,13.5,18.8
2068,13.2,11.2,16.1
29207,19.1,16.4,23.7
5129,20.8,18.5,26.9
21203,19.9,18.5,26.8
20181,13.9,10.9,16.6
22055,17.0,13.4,20.3
12133,20.3,18.5,27.7
47167,17.8,15.0,22.6
31033,12.2,10.2,14.4
35005,15.8,15.1,25.3
54065,20.3,16.3,23.3
55139,13.8,10.9,14.4
51083,16.8,14.1,22.2
51810,13.2,10.6,15.6
48399,15.0,14.1,25.2
21031,18.9,17.1,25.4
48411,15.3,14.8,26.4
31127,12.5,10.1,14.5
38081,11.3,9.7,14.1
51720,17.7,15.5,22.8
