Actual,Predicted,Variance
6.2,6.174144265757035,0.025855734242965056
6.5,6.604523160100195,-0.1045231601001948
6.1,6.137412279179443,-0.037412279179443786
6.4,6.3795985089076215,0.020401491092378876
6.7,6.567665972861617,0.13233402713838327
6.8,7.010732425519276,-0.21073242551927596
5.2,5.531073424888874,-0.33107342488887426
6.3,6.284504727131361,0.015495272868638388
4.9,5.085358184926542,-0.18535818492654155
6.7,6.632537760654598,0.06746223934540208
6.5,6.366638244578219,0.13336175542178097
6.6,6.586377821825769,0.013622178174230726
4.9,4.919040776098218,-0.019040776098218082
5.9,6.0433910620250595,-0.14339106202505914
6.2,6.12100815568926,0.0789918443107398
6.8,6.745220636685883,0.05477936331411648
6.7,6.5937508614184175,0.10624913858158269
6.6,6.661241939700919,-0.06124193970091962
5.4,5.244848250536317,0.15515174946368315
6.8,6.7925690069249836,0.007430993075016268
6.0,5.97235257383015,0.02764742616984961
6.1,5.957656305244884,0.142343694755116
6.6,6.563850971949918,0.036149028050081355
6.6,6.5825276102773715,0.0174723897226281
6.6,6.664734341889233,-0.064734341889233
6.7,6.6671744214054804,0.03282557859451973
5.7,5.762766615549756,-0.06276661554975593
6.6,6.688717259761637,-0.08871725976163702
6.6,6.565625976864132,0.034374023135868015
6.6,6.393301227039142,0.20669877296085737
6.8,6.7177928145338655,0.08220718546613437
6.4,6.398484590946609,0.0015154090533915365
6.5,6.400657970853646,0.09934202914635382
5.2,5.457262243550505,-0.257262243550505
6.6,6.697985550409593,-0.097985550409593
6.3,6.546921841952977,-0.24692184195297706
4.9,4.800977100870078,0.09902289912992224
6.7,6.6896875176054,0.010312482394600586
6.5,6.609742706959988,-0.10974270695998811
6.3,6.488740330545738,-0.18874033054573847
6.7,6.624016925972569,0.07598307402743121
6.6,6.605280222108666,-0.005280222108666521
6.1,6.044386990073079,0.05561300992692075
6.6,6.59865592730919,0.0013440726908093836
5.3,5.5835746156367065,-0.2835746156367067
6.5,6.797745707684143,-0.2977457076841432
6.4,6.366943912439471,0.03305608756052969
6.7,6.8361268656264755,-0.13612686562647536
6.4,6.4221596360110755,-0.02215963601107518
6.6,6.5753803493532725,0.02461965064672711
6.8,6.62495621516733,0.17504378483266958
6.8,6.78254969760548,0.01745030239451939
6.8,6.678154504095184,0.12184549590481542
6.9,6.632142791953858,0.2678572080461423
6.7,6.646479141239395,0.05352085876060553
6.7,6.655025541838931,0.04497445816106893
6.6,6.437298812319193,0.16270118768080621
5.7,5.88570250360984,-0.18570250360984009
6.6,6.494940487904575,0.10505951209542452
6.0,6.037818710033012,-0.03781871003301163
6.4,6.342613536622032,0.057386463377968155
6.8,6.771461839679695,0.028538160320304762
6.1,6.22804611141413,-0.1280461114141307
6.4,6.495042377169593,-0.09504237716959274
6.6,6.5955105802581055,0.004489419741894096
6.7,6.831926552506706,-0.13192655250670615
5.7,5.657761378866761,0.042238621133239285
6.7,6.709925675510347,-0.009925675510347176
6.8,6.795704542230979,0.0042954577690208495
6.4,6.436068893406144,-0.03606889340614394
6.6,6.590743805065145,0.009256194934854634
6.6,6.611797293760148,-0.011797293760148264
6.4,6.5513596324995795,-0.15135963249957918
6.4,6.1830442720529994,0.2169557279470009
6.7,6.656749722050099,0.043250277949900884
6.2,6.119168631085923,0.08083136891407694
6.5,6.527080231070222,-0.027080231070222283
6.6,6.545432610154176,0.054567389845823655
6.1,6.0308978096064045,0.06910219039359511
6.7,6.8291972688799545,-0.1291972688799543
6.5,6.4267716821092495,0.07322831789075046
6.6,6.615225178091034,-0.015225178091034408
6.8,6.670579581801157,0.1294204181988432
6.6,6.621400147607238,-0.021400147607238296
6.6,6.426490247295508,0.17350975270449176
5.9,5.91384126977912,-0.013841269779119258
6.6,6.517502856798073,0.0824971432019268
6.7,6.6878364671809205,0.01216353281907967
5.1,5.1413539437682125,-0.041353943768212886
6.7,6.608434364269,0.0915656357310004
6.7,6.75172237197698,-0.05172237197697971
6.5,6.442036117503365,0.057963882496634866
6.6,6.561387267425804,0.03861273257419562
6.7,6.680361939358061,0.01963806064193907
6.7,6.582688753937114,0.11731124606288645
6.6,6.742717169489103,-0.14271716948910296
6.4,6.195934397221041,0.20406560277895913
5.4,5.534165930388388,-0.13416593038838798
6.6,6.478939793963438,0.12106020603656198
6.6,6.662190475305545,-0.062190475305545334
6.7,6.586550906096091,0.11344909390390878
6.5,6.634882053718259,-0.13488205371825934
6.6,6.691535092519208,-0.09153509251920866
6.8,6.738696055095431,0.061303944904568475
6.6,6.530347978852221,0.06965202114777824
6.6,6.69660374223294,-0.09660374223294
6.4,6.458421097897821,-0.05842109789782057
5.9,5.921143591780007,-0.021143591780006687
6.6,6.593873178977827,0.00612682102217299
6.6,6.578770354117392,0.021229645882607784
6.6,6.554025541491569,0.045974458508430516
6.2,6.251207729102369,-0.05120772910236848
6.4,6.314885624209367,0.08511437579063319
6.7,6.612676772319684,0.08732322768031597
5.4,5.7649667765102715,-0.3649667765102711
6.8,6.7702549859073375,0.02974501409266228
6.7,6.472476241431716,0.22752375856828433
6.7,6.627615354446555,0.07238464555344493
6.7,6.594845752607165,0.10515424739283485
6.0,6.184580051773674,-0.18458005177367376
6.7,6.797686758648307,-0.09768675864830723
6.5,6.161398059566395,0.33860194043360536
6.6,6.623929337816888,-0.023929337816888108
6.7,6.714109066403045,-0.014109066403045212
6.7,6.538002836329412,0.16199716367058858
6.3,6.1680799804664375,0.13192001953356236
5.8,5.897499072956878,-0.09749907295687787
6.8,6.670040042222524,0.1299599577774755
6.6,6.559683302933989,0.04031669706601093
6.6,6.537249353788592,0.06275064621140736
6.3,6.2443525909205455,0.05564740907945431
6.2,6.203372749753461,-0.003372749753460802
6.7,6.407571411269381,0.29242858873061905
6.7,6.681896516495177,0.018103483504822826
6.7,6.7288514688955425,-0.028851468895542354
6.5,6.34517553754688,0.15482446245311987
6.4,6.279270302199364,0.12072969780063669
6.6,6.501804501874257,0.09819549812574291
6.0,6.173960953451756,-0.17396095345175588
6.5,6.612158372842499,-0.11215837284249908
6.7,6.620797040971587,0.07920295902841357
6.3,6.323421318318312,-0.023421318318312068
5.6,5.654739382237359,-0.054739382237359635
6.6,6.356034595047799,0.24396540495220087
5.8,5.824607059764949,-0.024607059764949035
6.6,6.511726596854125,0.08827340314587495
6.3,6.337581283742089,-0.0375812837420888
6.8,6.808306165375204,-0.008306165375204344
6.3,6.290022340196785,0.009977659803214856
6.6,6.6472596913445745,-0.04725969134457486
6.5,6.475704830764556,0.024295169235443836
6.5,6.572163855745103,-0.07216385574510298
6.9,6.597020353840284,0.3029796461597165
6.6,6.891872151711764,-0.2918721517117646
6.7,6.745938970436958,-0.04593897043695794
6.3,6.329231996774706,-0.02923199677470656
6.3,6.249416488742179,0.05058351125782057
6.8,6.759191055342182,0.040808944657817925
6.8,6.7849817190609,0.01501828093909996
6.7,6.529249095416205,0.17075090458379538
6.1,6.2779886482597975,-0.17798864825979788
6.9,6.8121035914902315,0.08789640850976888
6.4,6.4958796161241725,-0.09587961612417217
6.8,6.744760301112533,0.05523969888746638
6.6,6.5546186552858305,0.0453813447141691
6.6,6.677755908393637,-0.07775590839363744
6.6,6.67073499334907,-0.07073499334907041
6.5,6.590689936800164,-0.0906899368001639
6.7,6.716404209569731,-0.016404209569730988
6.5,6.368929364446407,0.1310706355535931
6.7,6.5470988873089695,0.15290111269103068
6.4,6.371641137511292,0.02835886248870878
6.6,6.500256832512028,0.09974316748797207
6.5,6.416410572495634,0.08358942750436604
6.8,6.691910542395741,0.10808945760425903
6.6,6.34557181821271,0.25442818178729
6.5,6.336473249743955,0.1635267502560449
6.7,6.632098756495303,0.06790124350469728
6.9,6.940118876793994,-0.04011887679399351
6.2,6.3436567247591915,-0.14365672475919133
7.0,6.805263282562258,0.1947367174377419
6.7,6.6031282981772215,0.09687170182277871
5.9,5.905614649889855,-0.005614649889854384
6.7,6.512242299063779,0.18775770093622146
6.6,6.6404766093876955,-0.04047660938769582
6.6,6.66557736698916,-0.06557736698916017
5.1,5.293123385157049,-0.1931233851570493
6.5,6.4505896462063355,0.04941035379366454
6.2,6.114474609808951,0.08552539019104888
6.7,6.598458088429393,0.10154191157060755
6.4,6.414132101582881,-0.014132101582880807
6.6,6.545427086551349,0.05457291344865034
6.3,6.262847958881363,0.037152041118637236
6.6,6.460104057559409,0.13989594244059056
6.7,6.6219016988348365,0.0780983011651637
6.4,6.40225517976389,-0.002255179763889892
6.0,5.949666419705316,0.0503335802946836
6.1,6.2336620195405805,-0.13366201954058088
6.6,6.5182850258098135,0.08171497419018614
6.4,6.286472335432423,0.11352766456757735
6.6,6.4764254063558635,0.12357459364413614
6.5,6.5615762257819945,-0.06157622578199451
6.8,6.804624715100113,-0.004624715100113086
6.7,6.791679089803977,-0.09167908980397677
5.4,5.475970162284483,-0.07597016228448261
6.2,6.174165910830693,0.025834089169307184
7.0,7.099192530239069,-0.09919253023906904
6.0,6.0487109125984295,-0.04871091259842952
5.6,5.607698493799758,-0.007698493799757955
6.4,6.485361124214975,-0.08536112421497499
4.8,4.775915322864033,0.02408467713596707
6.4,6.332086733564116,0.06791326643588391
6.5,6.463120074990316,0.036879925009683845
6.6,6.647392993093293,-0.047392993093293256
5.0,5.082255674514684,-0.08225567451468407
6.7,6.648017961232362,0.05198203876763774
6.7,6.618553349593947,0.08144665040605314
6.4,6.382677674849013,0.017322325150987083
6.7,6.947604680593489,-0.24760468059348906
6.6,6.538838840864585,0.06116115913541442
6.4,6.4173832645409465,-0.017383264540946186
6.2,6.327091007344915,-0.12709100734491496
6.6,6.642524801282871,-0.042524801282871394
6.7,6.775545018988529,-0.07554501898852894
6.4,6.4561825513633035,-0.05618255136330319
5.9,6.271953238796927,-0.37195323879692666
6.0,6.057120140818915,-0.05712014081891503
6.3,6.250413224539882,0.04958677546011803
6.4,6.44344796090667,-0.04344796090666936
6.9,6.626215549191768,0.27378445080823255
6.9,6.861616636360535,0.038383363639465706
6.8,6.822219449578906,-0.022219449578906314
6.3,6.39036894258952,-0.09036894258952
5.9,5.86939568838752,0.030604311612480117
6.8,6.687379069777904,0.11262093022209552
6.3,6.295593440115861,0.004406559884138517
6.1,6.120555437893103,-0.02055543789310299
7.0,7.021852804990397,-0.02185280499039699
5.3,5.712694186542736,-0.41269418654273604
6.7,6.767404260634638,-0.06740426063463811
6.7,6.74956676801033,-0.049566768010329554
6.8,6.836785364785008,-0.03678536478500849
4.9,5.162939935521397,-0.2629399355213966
6.3,6.264651390763818,0.03534860923618144
6.8,6.8327331678352365,-0.03273316783523672
6.5,6.402734879205584,0.0972651207944164
6.8,6.825512258435868,-0.02551225843586824
6.8,6.694555974513436,0.1054440254865634
6.8,6.84616114974976,-0.04616114974975982
5.7,5.73540701968629,-0.03540701968629012
6.2,6.265172105164288,-0.06517210516428751
6.7,6.7367337581164985,-0.03673375811649837
6.1,6.023888538632961,0.07611146136703884
6.7,6.528089854613737,0.17191014538626348
6.7,6.660894654497133,0.03910534550286737
6.6,6.669818969870487,-0.06981896987048763
6.5,6.298950547266569,0.20104945273343144
6.5,6.4802639610429615,0.01973603895703846
6.6,6.611203751475054,-0.011203751475054702
6.6,6.6605854274567635,-0.060585427456763874
6.5,6.289694987103013,0.21030501289698744
5.8,6.016810295001129,-0.21681029500112903
6.6,6.5232761715403225,0.07672382845967718
6.9,6.970968697037259,-0.07096869703725872
6.4,6.246853209851808,0.15314679014819266
6.8,6.688823330051559,0.11117666994844111
6.6,6.6513670320188805,-0.05136703201888082
6.1,6.031136858197033,0.06886314180296704
6.3,6.2722195030816765,0.027780496918323294
6.3,6.355572143963817,-0.05557214396381749
6.6,6.569393697961065,0.030606302038934885
6.6,6.696903240682552,-0.0969032406825523
6.7,6.565829908380552,0.13417009161944815
6.5,6.599811068830152,-0.09981106883015212
6.9,6.8761322253885915,0.023867774611408876
6.3,6.152343482414173,0.1476565175858271
6.0,6.205837876633247,-0.2058378766332467
6.3,6.243333142512009,0.05666685748799072
6.6,6.631801158682197,-0.031801158682197794
6.6,6.6192887540569325,-0.019288754056932866
6.5,6.396321898613577,0.1036781013864232
6.6,6.536715497826964,0.06328450217303594
6.6,6.547887813534512,0.05211218646548765
6.6,6.627665507852635,-0.02766550785263533
6.1,6.031104539814076,0.06889546018592352
6.4,6.223750968556773,0.176249031443227
6.2,6.069163089960867,0.13083691003913334
6.7,6.786026963778084,-0.0860269637780835
5.9,6.118717816264994,-0.2187178162649932
6.6,6.893031289132764,-0.293031289132764
6.6,6.5517682599191716,0.04823174008082809
6.3,6.405571448205674,-0.10557144820567377
6.7,6.556207840833496,0.14379215916650434
6.3,6.434041116440884,-0.13404111644088434
6.0,6.102439865130844,-0.1024398651308438
6.6,6.497126219175275,0.10287378082472465
6.6,6.5432815490498815,0.05671845095011818
6.7,6.697749323507188,0.002250676492812076
5.6,5.55916933819745,0.04083066180254935
6.9,6.76870904755147,0.13129095244853062
6.1,6.113812970778458,-0.013812970778458222
6.4,6.483305676771364,-0.08330567677136358
6.5,6.436880210873261,0.06311978912673943
6.6,6.571741433897115,0.028258566102884686
6.8,6.719323587777918,0.08067641222208177
6.7,6.604651536818554,0.09534846318144652
6.6,6.598010973464254,0.0019890265357460635
6.2,6.238178661934166,-0.038178661934165525
6.5,6.511598051851215,-0.011598051851215097
6.8,6.580181582752864,0.21981841724713558
6.6,6.414759516269908,0.18524048373009183
5.9,5.8710389763640976,0.028961023635902805
5.7,5.821082377291186,-0.1210823772911862
6.4,6.427812032105141,-0.027812032105140716
6.9,6.693775997818381,0.20622400218161907
6.8,6.778651511590416,0.021348488409583588
5.6,5.933580561198892,-0.33358056119889223
6.4,6.335686286932438,0.06431371306756262
6.7,6.67387229309499,0.026127706905009873
6.4,6.336893743030446,0.06310625696955441
6.6,6.652463516088433,-0.05246351608843369
6.6,6.437254481294893,0.16274551870510656
6.6,6.455739326365712,0.14426067363428796
6.5,6.460161343137688,0.039838656862311694
6.7,6.847343462567874,-0.147343462567874
6.5,6.592057475304859,-0.09205747530485908
6.1,6.140246398892765,-0.04024639889276571
6.5,6.608806192505419,-0.10880619250541912
6.6,6.461038917614237,0.13896108238576232
6.6,6.601951538225311,-0.0019515382253114666
6.7,6.621167499203109,0.0788325007968913
6.4,6.443844422704489,-0.043844422704488295
6.3,6.28640020611619,0.013599793883809497
6.8,6.7102475819104574,0.08975241808954237
6.2,6.187680157394151,0.01231984260584884
6.7,6.544915215392132,0.155084784607868
6.3,6.281718407743224,0.018281592256776058
6.8,6.785300077790639,0.014699922209360672
6.5,6.39202562183374,0.10797437816625965
6.8,6.601620952929245,0.1983790470707545
6.2,6.228369104019298,-0.02836910401929771
6.0,6.166513044886267,-0.16651304488626728
6.6,6.541009599131564,0.05899040086843588
6.6,6.4883881945549025,0.11161180544509719
5.9,5.873026119193215,0.026973880806785644
6.4,6.354927208571841,0.045072791428159675
6.2,6.144459211910435,0.05554078808956486
6.6,6.518192547662693,0.08180745233730669
5.4,5.485878665228095,-0.08587866522809495
6.2,6.4489233939590935,-0.24892339395909335
6.9,6.774970372739374,0.12502962726062616
6.5,6.511375554537082,-0.011375554537082166
6.6,6.661127065800249,-0.061127065800249625
5.9,6.216104046093168,-0.31610404609316767
6.5,6.40291985548382,0.09708014451618041
6.2,6.1453898334719135,0.0546101665280867
6.3,6.35192846729243,-0.051928467292429836
6.3,6.426421545782009,-0.12642154578200948
6.8,6.810263729307989,-0.010263729307989244
6.7,6.738538429566386,-0.03853842956638598
6.4,6.31904762356212,0.08095237643788078
6.2,6.115282355571251,0.08471764442874896
6.3,6.294943222256267,0.005056777743733143
6.2,6.113893130082741,0.08610686991725913
6.5,6.596097058127388,-0.09609705812738767
6.6,6.47581959221022,0.12418040778977968
6.5,6.731027149370897,-0.23102714937089708
6.7,6.750362465013262,-0.05036246501326147
6.7,6.715269648926673,-0.015269648926673263
6.6,6.611202437097695,-0.01120243709769575
6.7,6.614242144012676,0.08575785598732377
6.7,6.712773703131516,-0.012773703131515823
6.3,6.41653048342989,-0.11653048342988992
6.7,6.601454107392579,0.09854589260742141
6.8,6.8339909830992625,-0.03399098309926263
5.4,5.410599393291898,-0.01059939329189774
6.4,6.237913627729208,0.16208637227079237
6.7,6.670120830577943,0.02987916942205704
6.8,6.92028936680229,-0.12028936680229041
5.9,6.005226315107331,-0.10522631510733049
6.7,6.643562139453487,0.05643786054651301
6.3,6.306233827374168,-0.0062338273741682215
6.8,6.500353263945651,0.2996467360543491
6.9,6.840374121406288,0.059625878593712045
6.6,6.54722284142094,0.05277715857905996
6.6,6.424032448536829,0.17596755146317022
6.7,6.599276351922021,0.10072364807797918
6.8,6.905289999195188,-0.10528999919518789
6.2,6.4252268340889245,-0.2252268340889243
6.5,6.553429644388668,-0.05342964438866815
6.1,6.1224662685743025,-0.022466268574302894
6.3,6.371641353309256,-0.07164135330925614
6.2,6.2480933980358095,-0.048093398035809365
6.2,6.1842083743468255,0.015791625653174712
6.3,6.439551806336036,-0.13955180633603614
6.8,6.760667067502125,0.039332932497874395
6.7,6.583278499221846,0.11672150077815413
6.7,6.825013009174368,-0.12501300917436797
6.3,6.19642219864364,0.10357780135635952
5.9,5.790819701418804,0.10918029858119649
6.2,6.380608698793079,-0.18060869879307884
6.6,6.5606248634625945,0.0393751365374051
6.6,6.576007662634138,0.02399233736586126
6.8,6.735939074858518,0.0640609251414821
6.3,6.440225814923373,-0.14022581492337327
6.7,6.716991971435963,-0.01699197143596276
6.7,6.944690345794005,-0.2446903457940044
6.9,6.856582796211011,0.043417203788989056
6.5,6.654067963862699,-0.1540679638626994
6.8,6.831544404002696,-0.031544404002696425
6.2,6.166816268501915,0.0331837314980854
5.3,5.332563886989215,-0.032563886989215085
6.4,6.422511235727475,-0.0225112357274746
6.5,6.314990992038359,0.1850090079616411
6.4,6.493206427187355,-0.09320642718735428
6.5,6.591479559266356,-0.09147955926635642
6.2,5.977432200581765,0.22256779941823535
6.3,6.363234381937584,-0.06323438193758424
6.7,6.8896955443713255,-0.1896955443713253
6.5,6.592092870906095,-0.09209287090609486
6.9,6.65658258736603,0.24341741263397054
6.6,6.597128120026413,0.0028718799735862888
