density,total_population,cancer,binge,csmoking,lpa,sleep,cancer_risk
80.6,43937,5.5,17.0,18.0,36.1,37.2,5.5-6
41.9,21234,5.6,17.0,17.7,35.9,37.0,5.5-6
15.6,13986,6.5,19.5,19.1,28.0,36.3,6.5-7
475.4,423584,5.0,18.8,16.2,37.8,39.1,5-5.5
67.1,13143,6.1,17.6,18.5,31.9,38.1,6-6.5
6.4,5931,6.5,20.6,17.0,25.5,34.1,6.5-7
32.2,30125,6.5,17.9,22.8,32.1,38.4,6.5-7
8.4,7517,5.3,17.2,16.4,35.3,36.9,5-5.5
74.2,44310,6.3,19.2,16.8,28.7,36.6,6-6.5
50.2,52835,6.2,17.4,20.7,35.1,38.6,6-6.5
10.5,7283,6.0,19.0,19.4,33.4,37.8,6-6.5
9.6,10498,6.6,20.5,19.4,27.1,36.1,6.5-7
3.7,2837,5.4,15.9,20.6,41.0,38.5,5-5.5
3.7,3412,6.2,18.8,18.9,30.7,35.8,6-6.5
6.5,8179,6.2,18.9,19.4,30.4,37.3,6-6.5
1240.7,1043748,6.0,17.6,12.4,22.5,35.0,6-6.5
3.2,2922,6.1,17.4,19.5,33.9,36.9,6-6.5
22.4,21499,6.0,19.0,17.9,31.7,36.9,6-6.5
284.0,158871,6.1,18.4,14.2,25.6,33.2,6-6.5
14.6,13682,6.1,18.9,17.2,30.0,36.1,6-6.5
3.1,3004,5.8,18.1,19.3,34.7,37.3,5.5-6
47.4,41487,6.4,19.3,18.2,28.6,35.9,6-6.5
72.3,76090,6.2,18.1,19.2,30.9,39.7,6-6.5
1.6,1403,6.1,16.5,22.4,37.0,38.9,6-6.5
6.1,4809,5.4,18.0,15.4,34.0,36.1,5-5.5
1.2,3468,5.2,17.7,15.5,34.1,35.9,5-5.5
6.4,5746,5.5,16.2,18.9,38.6,37.6,5.5-6
0.6,2162,5.1,15.0,20.4,44.1,39.2,5-5.5
4.8,7197,5.7,18.2,17.7,33.4,36.7,5.5-6
3024.1,2634796,5.6,17.4,15.2,32.0,36.9,5.5-6
14.1,12720,5.4,16.3,20.3,40.0,38.7,5-5.5
12.4,18503,5.3,16.7,17.0,37.3,36.4,5-5.5
20.9,5361,6.5,19.3,19.8,28.6,37.3,6.5-7
1020.1,896053,6.0,19.1,13.1,24.1,33.5,6-6.5
22.2,20212,5.8,17.8,19.1,34.7,37.6,5.5-6
2.5,2228,6.0,18.3,19.4,34.1,37.3,6-6.5
7.6,10128,4.9,14.4,19.7,44.6,38.0,7+
3.5,3272,6.5,19.1,19.8,29.9,36.8,6.5-7
6.2,11169,4.9,15.8,17.4,40.3,37.9,7+
19.9,18418,6.4,18.6,20.8,32.4,36.9,6-6.5
186.2,167194,5.4,17.8,16.1,34.5,36.6,5-5.5
0.9,1946,5.4,16.8,17.9,36.9,36.5,5-5.5
199.7,186805,6.1,18.7,16.4,28.0,35.0,6-6.5
829.9,840417,4.9,15.3,13.6,29.8,36.9,7+
39.7,43006,6.3,18.6,17.7,29.2,36.0,6-6.5
22.7,17351,6.0,16.4,22.1,37.3,39.5,6-6.5
40.2,35799,6.4,19.7,20.2,29.2,36.8,6-6.5
26.8,25471,6.2,18.5,17.9,30.4,36.2,6-6.5
4.3,3831,6.0,18.6,18.0,31.3,36.1,6-6.5
5.8,5712,5.5,16.9,16.8,35.5,37.4,5.5-6
1.6,1157,6.3,18.4,19.5,31.3,36.8,6-6.5
948.5,817103,5.6,15.5,11.7,25.6,35.4,5.5-6
37.7,10734,6.4,19.9,16.5,25.8,35.5,6-6.5
22.5,19763,6.3,18.3,20.8,32.6,38.5,6-6.5
17.8,20144,5.0,16.8,18.5,40.2,38.0,5-5.5
14.3,21555,5.6,17.5,19.7,35.9,37.2,5.5-6
908.6,343773,6.1,20.9,17.1,30.1,39.1,6-6.5
7.1,6304,5.6,18.7,19.6,37.5,37.0,5.5-6
25.7,27214,6.2,19.5,15.4,26.9,34.2,6-6.5
1.6,1407,5.8,17.8,17.9,33.2,35.5,5.5-6
9.0,7685,5.9,18.1,16.8,31.1,36.6,5.5-6
19.6,20902,5.6,17.3,18.4,36.5,37.5,5.5-6
23.5,21802,6.1,18.0,20.2,34.3,37.6,6-6.5
147.1,137247,6.4,19.4,19.0,28.3,36.0,6-6.5
455.0,124356,6.3,17.3,19.5,31.9,39.3,6-6.5
36.9,29086,6.0,18.6,21.1,33.5,37.7,6-6.5
236.7,168350,5.8,18.4,14.6,28.1,36.6,5.5-6
33.3,33419,5.4,17.2,17.1,34.9,36.4,5-5.5
3.4,2963,5.9,16.1,20.7,38.1,39.2,5.5-6
10.2,8508,6.5,18.9,20.5,30.9,36.6,6.5-7
5.8,5365,5.8,16.6,19.8,37.3,37.1,5.5-6
5.7,3931,6.2,18.1,20.4,33.1,37.5,6-6.5
64.9,57817,6.6,19.6,20.6,30.3,37.2,6.5-7
2766.8,4713171,5.3,17.6,15.4,27.7,37.8,5-5.5
74.1,66694,6.3,17.5,20.7,31.1,37.8,6-6.5
3.8,5552,6.0,21.1,16.7,28.6,35.7,6-6.5
6.3,5685,6.0,17.3,23.1,38.1,37.2,6-6.5
343.5,232894,5.8,20.5,13.1,25.9,35.9,5.5-6
4.2,3790,6.1,19.4,16.2,29.4,35.9,6-6.5
95.3,83294,6.4,17.9,21.8,32.7,37.7,6-6.5
554.5,871085,4.9,14.2,15.6,36.6,35.4,7+
38.5,36944,6.2,18.8,19.1,30.9,36.3,6-6.5
25.4,23041,5.7,17.3,17.9,34.8,36.5,5.5-6
148.6,62512,6.5,20.1,17.3,26.0,34.3,6.5-7
48.6,37263,6.4,18.4,19.7,31.9,37.1,6-6.5
18.7,23045,6.2,17.0,23.8,36.4,39.2,6-6.5
41.0,36898,5.7,18.6,18.7,35.2,38.2,5.5-6
1.1,4924,5.0,15.2,20.8,44.3,38.9,5-5.5
118.3,99424,6.4,18.8,19.9,30.4,37.6,6-6.5
23.6,20908,6.2,19.0,19.4,31.3,37.1,6-6.5
1.5,1540,6.0,19.9,17.2,29.1,35.5,6-6.5
9.8,8969,6.3,19.6,22.2,33.4,37.1,6-6.5
17.8,14764,6.0,18.9,17.6,31.3,36.1,6-6.5
38.0,35651,6.4,17.2,23.2,32.6,38.3,6-6.5
1.0,2286,5.8,18.2,15.7,30.1,34.4,5.5-6
286.9,251379,5.7,17.5,19.0,33.8,42.0,5.5-6
4.6,5205,4.8,15.5,18.0,42.4,37.2,7+
46.7,40429,5.0,16.4,17.0,38.3,37.4,5-5.5
244.8,177419,6.3,20.0,18.6,29.9,35.5,6-6.5
21.7,20144,5.9,19.4,20.3,33.6,38.2,5.5-6
20.8,15560,5.4,18.0,17.5,35.3,37.4,5-5.5
177.2,138350,6.2,18.7,17.6,29.3,36.2,6-6.5
72.6,48115,6.2,20.0,13.5,23.9,33.4,6-6.5
0.3,398,5.1,14.5,25.2,49.5,38.2,5-5.5
0.8,765,6.2,20.3,17.0,27.5,34.9,6-6.5
47.9,52872,6.1,17.9,16.4,28.9,36.1,6-6.5
3.5,4347,6.1,17.4,19.1,33.0,36.4,6-6.5
0.3,270,6.3,18.5,20.4,32.0,34.9,6-6.5
2.7,3682,5.4,16.7,18.5,39.1,38.0,5-5.5
34.9,30790,5.1,16.1,15.6,35.8,37.1,5-5.5
4.3,3664,5.9,17.3,19.1,34.7,36.6,5.5-6
55.1,49972,6.5,18.1,22.1,30.8,38.3,6.5-7
12.7,12890,5.5,16.3,19.0,38.0,38.0,5.5-6
30.3,21604,6.3,19.4,17.9,28.9,36.0,6-6.5
5.1,7522,4.9,17.6,16.7,38.7,36.5,7+
20.8,20209,6.3,19.7,19.0,30.4,36.0,6-6.5
27.5,17289,6.2,18.5,18.8,31.3,37.9,6-6.5
16.3,17467,6.4,18.0,21.8,33.4,37.4,6-6.5
77.0,89195,6.2,17.9,21.6,36.5,38.9,6-6.5
26.0,23516,6.2,17.5,21.4,34.8,38.8,6-6.5
3.4,3215,6.1,19.1,17.3,30.7,36.2,6-6.5
11.8,12226,5.7,18.1,19.8,36.3,37.3,5.5-6
23.6,22001,6.6,19.7,18.5,28.3,35.4,6.5-7
0.3,175,5.1,20.7,19.8,28.2,36.5,5-5.5
348.0,311645,5.9,17.1,15.8,32.7,34.9,5.5-6
6.7,5978,5.6,16.8,19.2,37.1,36.9,5.5-6
7.5,7999,6.0,17.9,19.0,33.4,37.1,6-6.5
248.5,257693,6.1,17.8,18.5,32.5,36.3,6-6.5
0.7,743,5.6,19.3,13.6,28.0,35.5,5.5-6
30.7,14328,6.1,19.4,19.8,32.3,38.9,6-6.5
25.9,9867,6.4,18.0,22.9,32.7,39.6,6-6.5
6.4,5835,5.7,18.2,16.7,32.5,35.7,5.5-6
4.6,4304,6.2,19.3,16.3,28.5,35.3,6-6.5
33.3,36607,5.7,17.5,17.9,35.5,38.5,5.5-6
45.9,58732,4.8,14.8,18.2,42.3,38.0,7+
39.1,51848,5.5,18.7,15.7,32.0,35.5,5.5-6
2.4,2154,5.8,17.5,17.6,33.9,35.7,5.5-6
197.8,178043,5.7,18.0,14.1,28.6,34.9,5.5-6
24.5,24933,6.1,18.1,19.8,34.0,38.2,6-6.5
6.5,4898,6.3,18.8,19.4,31.1,36.0,6-6.5
9.3,8476,5.7,19.2,18.9,34.7,37.7,5.5-6
21.4,19934,6.5,19.3,20.9,30.8,36.5,6.5-7
588.7,613316,6.0,17.7,14.8,27.7,34.7,6-6.5
23.3,20973,5.5,17.3,17.3,35.1,37.7,5.5-6
49.4,12438,6.3,17.7,21.3,32.3,38.6,6-6.5
1.2,1203,6.3,19.4,18.2,29.1,36.1,6-6.5
69.0,65356,6.2,17.4,20.1,32.6,39.4,6-6.5
49.9,50352,6.1,17.2,20.3,34.2,38.2,6-6.5
14.5,13577,6.4,18.5,25.3,34.7,39.8,6-6.5
16.1,14671,5.8,17.6,18.6,34.3,36.8,5.5-6
432.3,362464,5.4,20.2,16.0,31.9,35.2,5-5.5
10.7,9806,5.7,16.9,18.4,36.1,36.1,5.5-6
1.4,2120,6.3,19.6,17.9,28.5,35.5,6-6.5
250.0,83406,6.5,18.8,21.4,30.4,38.5,6.5-7
30.8,29306,6.3,18.1,20.4,32.5,36.6,6-6.5
29.0,23217,6.4,18.9,21.4,31.3,37.6,6-6.5
160.1,144637,6.5,20.6,17.5,25.9,34.7,6.5-7
10.9,9610,5.4,16.9,17.2,36.6,37.1,5-5.5
3.3,15827,5.1,17.9,17.1,36.4,36.9,5-5.5
49.0,51850,6.3,18.0,22.6,35.3,38.3,6-6.5
129.0,117197,5.8,16.9,20.2,37.8,36.6,5.5-6
1.7,6653,4.9,13.8,21.2,46.5,38.3,7+
55.2,12665,6.5,19.6,20.8,29.8,37.0,6.5-7
152.1,138607,6.3,19.5,14.8,25.7,33.3,6-6.5
3.3,3838,5.2,17.9,15.3,34.6,36.7,5-5.5
5.0,3470,6.1,16.8,20.7,36.0,37.5,6-6.5
11.6,12053,6.4,18.2,23.3,32.9,39.0,6-6.5
6.1,16112,4.9,18.2,17.1,36.9,37.4,7+
9.0,6925,5.5,17.5,17.2,34.6,37.3,5.5-6
0.9,847,6.5,20.1,17.5,26.7,35.1,6.5-7
20.0,17123,6.1,17.9,19.1,32.3,38.1,6-6.5
837.5,106387,6.3,19.9,13.5,22.7,33.0,6-6.5
9.8,10303,5.9,18.1,18.4,33.5,36.3,5.5-6
58.9,54440,6.2,18.9,20.3,31.1,38.4,6-6.5
21.6,10602,6.6,18.3,22.8,31.8,37.7,6.5-7
15.5,8241,6.4,17.6,23.3,35.2,39.7,6-6.5
51.0,29047,6.3,18.0,21.7,32.7,38.8,6-6.5
96.2,66732,5.4,17.7,16.6,36.8,36.6,5-5.5
5.3,6072,6.0,18.5,19.9,34.3,37.4,6-6.5
2.1,2769,5.5,18.0,15.1,31.5,35.3,5.5-6
18.4,16670,5.8,18.1,18.8,33.8,37.0,5.5-6
3.6,3264,6.5,19.7,18.3,27.3,35.4,6.5-7
31.9,25351,6.2,16.7,22.3,35.9,39.1,6-6.5
3.3,3013,5.8,18.6,17.0,32.0,35.5,5.5-6
253.9,233917,6.2,17.8,17.4,28.0,37.0,6-6.5
49.3,9190,6.3,18.5,18.7,30.0,36.3,6-6.5
52.9,64703,4.8,13.6,20.8,47.7,37.4,7+
10.5,9405,6.2,18.6,20.1,33.3,38.4,6-6.5
1.4,1296,5.7,18.7,17.6,33.0,36.2,5.5-6
1.5,1352,6.3,18.6,19.8,31.5,36.4,6-6.5
2.6,3759,5.3,18.1,15.4,33.6,35.2,5-5.5
8.3,7418,5.7,16.8,20.3,38.1,38.1,5.5-6
2441.7,2108659,6.0,16.9,14.8,28.8,33.0,6-6.5
151.1,138325,6.1,17.7,16.7,28.9,38.1,6-6.5
0.3,776,5.4,17.5,15.8,33.3,37.0,5-5.5
13.9,12315,5.5,16.5,19.9,39.7,38.4,5.5-6
1.6,1503,6.4,18.9,19.1,29.9,35.7,6-6.5
81.0,32872,5.8,16.7,18.9,35.7,37.4,5.5-6
78.5,119536,5.8,18.1,16.3,30.9,35.9,5.5-6
1293.8,1281160,5.9,19.5,12.0,21.5,31.9,5.5-6
21.2,14709,6.6,18.7,23.1,33.1,38.2,6.5-7
23.6,21790,6.4,19.3,22.2,33.0,38.4,6-6.5
72.0,41979,6.5,19.2,20.9,30.3,37.0,6.5-7
3.0,3662,5.5,17.6,17.3,35.1,37.2,5.5-6
17.2,26722,5.2,16.2,16.5,37.2,37.2,5-5.5
15.6,49032,5.0,16.4,17.0,39.3,37.7,5-5.5
67.6,56946,6.5,19.7,20.7,30.4,36.1,6.5-7
104.5,92153,5.6,18.1,17.7,32.3,36.3,5.5-6
92.9,72886,6.1,20.4,19.5,32.5,40.4,6-6.5
108.4,55642,5.9,17.6,18.3,32.5,38.1,5.5-6
14.4,12063,5.4,17.7,17.3,35.2,36.7,5-5.5
59.6,35975,6.3,18.4,17.8,29.9,37.2,6-6.5
82.3,276781,4.8,15.5,16.8,38.9,38.4,7+
38.3,41620,5.7,16.3,18.0,35.4,37.7,5.5-6
5.5,5036,6.2,18.4,19.8,32.6,36.8,6-6.5
211.1,132532,6.2,19.1,19.0,30.1,38.5,6-6.5
13.2,12800,6.0,16.7,20.9,36.8,38.8,6-6.5
36.2,21361,4.9,15.6,19.7,45.3,38.9,7+
533.8,596980,6.2,17.5,11.8,24.0,33.9,6-6.5
64.0,51470,5.7,19.3,15.1,29.4,35.9,5.5-6
9.5,8007,5.4,17.7,17.7,36.0,37.1,5-5.5
78.2,70753,6.3,19.0,18.3,30.3,35.6,6-6.5
71.2,45916,6.5,19.4,20.1,30.0,37.0,6.5-7
10.9,8689,5.4,17.4,17.5,36.0,36.0,5-5.5
19.8,18069,6.4,18.8,19.3,30.8,36.8,6-6.5
14.2,14136,4.9,14.7,18.9,44.2,38.9,7+
9.1,11813,4.8,14.1,19.9,46.3,39.1,7+
2.6,6725,6.3,10.6,11.6,23.1,33.6,6-6.5
9.8,56345,6.3,10.4,10.9,21.9,36.6,6-6.5
110.6,128849,6.4,8.8,9.7,19.2,33.3,6-6.5
13.9,20560,6.4,11.6,12.8,25.6,36.3,6-6.5
1.5,1030,6.3,12.1,11.3,20.1,33.3,6-6.5
1194.2,356803,6.0,10.6,8.0,19.6,31.6,6-6.5
6.1,19882,6.4,11.0,13.7,26.1,33.7,6-6.5
2.2,10017,6.5,10.4,12.3,21.7,33.4,6.5-7
1.0,5087,6.4,10.5,11.8,22.8,34.1,6-6.5
2.7,9803,6.4,11.9,11.1,20.8,33.4,6-6.5
16.9,55582,6.4,9.7,11.1,20.4,33.8,6-6.5
3.6,12092,6.4,10.7,12.7,23.3,34.3,6-6.5
2.0,7964,6.5,11.0,11.1,20.9,33.5,6.5-7
2.0,13240,6.3,10.7,12.3,24.6,33.7,6-6.5
20.0,12208,6.7,11.6,8.9,18.0,29.8,6.5-7
2.0,1490,6.4,10.3,12.7,25.1,34.4,6-6.5
2.4,2497,6.4,10.9,11.4,22.3,33.7,6-6.5
1568.2,1164021,5.8,13.0,9.3,20.5,32.4,5.5-6
2.0,15416,6.6,8.7,16.8,24.5,39.6,6.5-7
19.6,31151,6.3,10.7,13.1,24.5,34.1,6-6.5
11.4,21688,6.5,10.3,12.9,23.2,34.2,6.5-7
22.6,42247,6.2,13.9,7.3,15.6,25.6,6-6.5
10.5,72942,6.4,10.8,10.6,23.1,36.9,6-6.5
8.0,35688,6.3,10.9,13.8,25.2,36.4,6-6.5
319.2,639599,6.0,6.8,6.5,18.5,30.9,6-6.5
29.4,34547,6.3,10.3,8.1,18.2,30.9,6-6.5
74.0,179541,6.2,10.0,9.4,19.2,32.8,6-6.5
1.1,2711,6.4,10.9,11.4,21.9,32.6,6-6.5
454.0,261558,6.2,11.1,10.4,23.7,31.8,6-6.5
48.1,36876,6.6,20.4,15.1,18.3,30.0,6.5-7
52.7,35555,6.7,20.6,17.7,20.8,34.3,6.5-7
46.2,30002,6.5,20.1,18.6,23.4,31.2,6.5-7
306.3,164350,6.4,20.3,12.9,17.4,29.5,6-6.5
9.3,6177,6.6,20.1,22.7,26.7,35.4,6.5-7
78.2,49536,6.4,19.6,17.6,23.0,34.3,6-6.5
88.9,7276,6.7,21.2,16.1,19.9,31.0,6.5-7
55.4,25401,6.8,20.4,16.8,23.3,32.1,6.5-7
42.1,28951,6.6,19.7,17.0,22.1,33.5,6.5-7
39.1,27133,6.5,20.2,21.0,25.2,36.1,6.5-7
62.6,58210,6.5,19.4,18.6,21.9,31.9,6.5-7
85.4,58698,6.5,21.5,15.9,18.8,28.8,6.5-7
53.7,42164,6.6,21.6,18.0,18.6,30.0,6.5-7
56.9,55114,6.5,18.8,16.1,20.0,32.4,6.5-7
71.8,32256,6.2,15.5,21.4,33.8,40.6,6-6.5
152.3,109785,6.5,19.0,14.2,23.5,33.9,6.5-7
33.3,14848,6.7,17.2,22.8,31.3,39.8,6.5-7
37.1,13195,6.4,17.1,20.5,30.1,38.5,6-6.5
66.7,31605,6.5,16.8,20.3,30.4,38.5,6.5-7
47.8,15957,6.6,17.6,20.3,29.7,39.7,6.5-7
9125.0,237016,5.9,18.0,8.7,18.3,30.9,5.5-6
78.4,75832,6.7,17.8,19.9,29.5,36.9,6.5-7
7.9,4161,6.6,16.4,22.6,32.5,40.8,6.5-7
104.3,79279,6.7,18.1,17.7,26.7,35.9,6.5-7
17.6,6284,6.7,18.7,20.9,28.3,38.8,6.5-7
61.9,33520,6.8,17.9,17.2,25.8,35.7,6.5-7
28.6,16206,6.1,15.0,23.1,35.3,43.5,6-6.5
41.6,20908,6.8,15.8,28.4,37.0,42.2,6.5-7
29.7,17191,6.2,16.1,23.3,34.0,42.2,6-6.5
108.9,54854,6.6,15.9,20.2,28.9,37.8,6.5-7
58.5,30846,6.3,17.1,19.3,29.3,40.1,6-6.5
62.9,29837,6.7,16.9,22.9,32.2,40.7,6.5-7
38.1,6960,6.2,15.6,22.4,32.4,44.1,6-6.5
25.0,11876,6.4,15.9,24.7,34.7,42.2,6-6.5
838.0,354707,6.5,15.9,14.6,26.6,36.5,6.5-7
83.4,14685,6.6,18.1,16.7,25.3,34.9,6.5-7
15.6,5141,6.8,18.5,18.6,25.9,37.7,6.5-7
139.3,52816,6.4,16.6,17.3,28.6,38.9,6-6.5
33.4,9950,6.3,15.7,21.6,32.6,40.8,6-6.5
43.2,14294,6.7,17.0,25.8,35.6,40.6,6.5-7
56.7,28539,6.3,17.1,21.4,31.3,40.5,6-6.5
42.7,10983,6.3,14.7,22.2,35.6,43.1,6-6.5
2929.4,1145312,5.7,14.0,10.5,20.7,37.4,5.5-6
110.6,71619,6.4,18.3,14.7,24.0,36.7,6-6.5
41.5,15799,6.7,17.2,20.2,28.3,38.9,6.5-7
95.8,27395,6.6,17.2,16.2,23.4,35.4,6.5-7
81.4,56175,6.6,17.2,20.8,30.1,38.4,6.5-7
217.5,89939,6.6,16.8,16.6,25.9,36.0,6.5-7
47.2,16778,6.7,17.7,20.9,28.4,38.1,6.5-7
171.9,37442,6.5,17.7,17.8,27.2,37.6,6.5-7
85.2,23980,6.5,17.7,15.4,23.7,36.1,6.5-7
35.1,15536,6.6,16.6,23.8,33.5,39.7,6.5-7
127.3,19897,6.5,17.5,18.5,27.7,38.0,6.5-7
38.6,11399,5.9,15.8,23.4,35.0,44.9,5.5-6
41.4,33891,6.3,16.1,22.0,32.9,39.8,6-6.5
231.4,108403,6.5,19.3,15.6,22.6,35.2,6.5-7
1418.4,331469,6.1,17.0,14.3,24.6,39.8,6-6.5
132.3,50586,6.3,14.6,22.8,36.2,43.6,6-6.5
5.3,2195,6.7,17.9,19.9,27.8,37.2,6.5-7
118.1,37270,6.5,17.6,18.6,27.9,39.2,6.5-7
541.0,77062,6.5,17.6,13.1,22.1,36.2,6.5-7
22.4,7053,6.4,16.7,19.8,30.4,40.6,6-6.5
149.9,26931,6.5,17.6,15.8,24.3,36.6,6.5-7
62.9,17242,6.5,18.0,18.5,27.5,38.1,6.5-7
80.2,10685,6.5,16.5,17.9,28.1,38.2,6.5-7
53.7,23367,6.8,15.5,25.5,35.6,39.3,6.5-7
807.0,416080,5.9,16.7,9.9,20.6,34.6,5.5-6
76.4,37902,6.5,16.4,19.6,30.6,38.9,6.5-7
28.2,12163,6.2,16.0,23.4,34.0,41.0,6-6.5
41.5,13318,6.6,17.3,20.1,28.6,39.8,6.5-7
103.5,8891,6.6,17.7,17.9,26.2,36.6,6.5-7
49.0,30670,6.2,15.5,21.9,34.3,40.2,6-6.5
81.5,10626,6.5,18.1,20.1,28.7,38.3,6.5-7
255.4,98852,6.7,16.7,17.8,26.4,39.0,6.5-7
31.8,14980,6.6,17.3,19.5,28.8,37.6,6.5-7
111.4,23370,6.5,17.8,17.5,25.4,37.7,6.5-7
55.3,11705,6.2,15.1,19.6,32.9,41.0,6-6.5
63.4,12119,6.4,16.7,17.7,28.6,38.9,6-6.5
48.5,15250,6.2,15.3,22.7,36.3,42.8,6-6.5
109.5,37319,6.5,17.1,18.8,27.4,38.9,6.5-7
77.1,23971,6.8,17.0,23.3,32.4,38.5,6.5-7
36.5,17650,6.6,16.8,22.2,30.2,40.5,6.5-7
62.4,60415,6.4,16.1,22.6,32.3,38.6,6-6.5
114.6,29810,6.6,18.8,16.9,25.0,36.2,6.5-7
65.3,22858,6.3,16.2,20.9,30.9,41.3,6-6.5
144.8,38389,6.3,17.6,18.5,28.4,40.1,6-6.5
1399.9,470928,5.8,15.8,13.3,26.6,41.3,5.5-6
106.6,34083,6.7,17.8,20.8,29.6,39.7,6.5-7
27.6,7352,6.6,17.8,16.6,26.0,36.7,6.5-7
47.5,9098,6.2,16.6,21.3,34.0,42.2,6-6.5
377.1,94477,6.6,18.2,15.6,25.8,35.4,6.5-7
37.9,22665,6.7,17.4,20.3,28.0,39.1,6.5-7
96.9,82301,6.6,17.9,18.1,28.6,36.3,6.5-7
56.0,26556,6.8,16.4,25.4,33.9,39.2,6.5-7
40.2,21544,6.8,16.2,22.7,31.4,38.4,6.5-7
86.0,43767,6.5,17.1,18.9,29.4,37.7,6.5-7
66.8,30113,6.7,16.2,23.9,31.2,38.0,6.5-7
29.4,17600,6.3,16.6,20.1,31.5,42.1,6-6.5
341.1,136944,6.3,16.3,15.9,27.7,38.3,6-6.5
572.0,153837,6.3,16.7,13.4,24.1,36.3,6-6.5
23.0,6423,6.2,15.7,20.7,32.7,42.2,6-6.5
22.8,11154,5.9,16.2,22.1,34.4,43.5,5.5-6
78.1,40542,6.7,17.0,23.4,31.6,40.1,6.5-7
189.0,40343,6.6,17.7,19.4,28.0,39.9,6.5-7
96.2,53985,6.6,17.0,20.4,30.2,38.5,6.5-7
79.0,18111,6.4,16.4,19.9,30.9,38.5,6-6.5
92.6,37343,6.7,16.0,25.5,36.7,42.9,6.5-7
62.3,28761,6.8,17.0,21.4,31.0,37.5,6.5-7
652.1,68329,6.5,17.5,13.8,23.2,37.7,6.5-7
10600.9,159299,6.0,16.9,11.7,21.7,34.6,6-6.5
1285.9,16734,6.7,15.9,22.3,32.1,40.0,6.5-7
955.9,6408,6.7,15.5,25.4,34.6,40.1,6.5-7
4631.2,47416,6.4,15.7,16.8,27.4,38.0,6-6.5
721.5,245878,6.4,15.9,16.0,26.9,40.9,6-6.5
2328.9,17513,6.5,16.0,18.3,28.8,39.0,6.5-7
1007.0,5507,6.6,16.7,22.0,31.0,39.3,6.5-7
932.2,40024,6.2,13.7,23.1,36.2,43.6,6-6.5
762.4,5256,5.9,12.4,24.8,41.6,45.9,5.5-6
3883.8,24232,5.9,16.7,11.0,23.2,34.7,5.5-6
7397.5,14786,6.2,17.7,8.8,17.4,31.1,6-6.5
966.1,7928,6.2,14.2,21.7,35.1,42.6,6-6.5
2784.3,29069,6.3,16.0,16.4,27.5,39.2,6-6.5
776.0,6394,6.5,14.6,24.1,37.4,40.3,6.5-7
2616.1,134502,6.0,15.2,19.1,30.3,41.7,6-6.5
3046.8,53070,6.2,14.7,18.2,32.9,38.7,6-6.5
2198.7,22599,6.2,13.9,23.8,37.4,44.6,6-6.5
2977.7,7435,6.6,16.5,19.3,29.3,38.9,6.5-7
1682.6,82661,6.5,15.7,19.2,29.2,40.0,6.5-7
4167.9,41182,5.8,15.7,14.8,29.1,37.7,5.5-6
6877.5,17426,5.6,15.7,14.4,29.4,37.8,5.5-6
1156.4,12670,6.2,14.5,21.7,34.7,44.0,6-6.5
2604.5,178968,6.0,16.0,18.5,31.1,43.5,6-6.5
4478.8,242393,6.1,17.6,18.8,28.5,39.3,6-6.5
533.8,3993,6.7,16.4,22.2,32.4,40.0,6.5-7
1374.5,31520,5.7,13.6,22.0,35.9,46.9,5.5-6
805.2,12333,6.7,18.5,15.2,23.2,35.5,6.5-7
2798.0,94161,6.0,14.7,20.6,33.1,45.5,6-6.5
1875.3,18512,6.7,15.8,21.2,32.1,38.9,6.5-7
3855.5,230581,6.1,17.7,17.8,29.5,38.6,6-6.5
2337.8,99499,6.3,15.3,22.2,32.4,40.4,6-6.5
1765.3,25485,6.7,17.2,18.0,26.3,37.7,6.5-7
1259.5,25159,6.6,17.3,17.8,26.5,36.8,6.5-7
231.2,92505,6.2,16.1,17.4,29.0,41.5,6-6.5
1806.4,449825,6.4,19.3,15.6,23.1,38.8,6-6.5
1512.5,22747,6.5,15.6,19.9,31.9,38.2,6.5-7
1655.2,14933,6.5,15.6,15.6,25.8,38.9,6.5-7
3040.5,28072,6.3,15.6,17.4,29.3,37.5,6-6.5
10.4,19951,5.8,12.2,16.7,33.3,33.3,5.5-6
35.6,22661,6.8,16.7,18.8,21.0,33.3,6.5-7
120.9,205544,6.4,15.0,14.5,23.5,33.3,6-6.5
26.6,77560,6.3,15.2,15.3,22.4,29.5,6-6.5
44.8,77895,6.6,16.7,16.6,21.2,34.9,6.5-7
780.9,491178,6.6,13.9,12.9,18.1,32.4,6.5-7
4.6,3994,6.7,17.1,17.8,21.7,31.9,6.5-7
97.8,111506,6.6,15.0,19.8,22.2,37.1,6.5-7
24.0,43661,6.2,16.3,15.9,23.9,33.8,6-6.5
3.5,7654,6.8,16.2,22.1,23.7,37.3,6.5-7
77.0,95621,5.7,14.1,15.4,26.1,35.1,5.5-6
3.1,2230,6.7,16.9,15.7,21.7,33.9,6.5-7
36.6,97947,6.1,14.2,17.3,28.9,32.3,6-6.5
39.8,75631,6.7,17.3,19.0,22.7,36.0,6.5-7
411.0,85674,6.5,17.7,14.3,18.5,34.0,6.5-7
18.0,32497,6.7,16.5,14.4,16.3,29.9,6.5-7
1065.0,2253103,6.3,17.3,10.0,16.4,30.3,6-6.5
690.8,272826,6.6,15.7,14.7,18.6,33.6,6.5-7
21.0,48272,6.7,16.8,16.0,20.0,31.6,6.5-7
12.1,22577,6.6,16.3,16.7,22.0,29.9,6.5-7
