CountyFIPS,ACCESS,CHECKUP,DENTAL,BPMED,CHOLSCREEN,MAMMOUSE,CERVICAL,COLON_SCREEN,COREM,COREW
26105,13.5,76.5,66.3,56.3,86.5,72.8,85.2,67.8,24.0,22.3
39061,11.8,79.0,68.2,58.4,85.1,75.3,86.8,64.6,26.5,21.6
21117,9.8,79.9,62.8,59.8,90.1,73.9,84.6,67.1,31.3,30.1
19065,11.6,75.9,66.0,58.2,82.7,70.4,84.2,64.9,26.7,23.4
38055,11.0,69.6,66.2,56.0,81.8,74.2,84.3,65.1,26.0,27.3
20035,18.7,72.0,59.0,56.2,82.1,68.8,83.2,59.7,22.6,20.4
13189,27.3,78.1,51.6,63.0,85.3,73.9,83.6,57.4,19.6,22.0
17015,15.0,73.9,63.4,55.2,84.0,70.6,83.8,64.0,27.7,23.1
47161,19.7,74.8,55.3,59.6,84.9,69.4,83.5,63.1,21.8,20.0
20187,27.4,71.5,63.0,56.2,82.0,69.1,83.9,56.4,23.2,22.9
18139,14.6,74.0,59.5,59.7,82.5,67.3,83.3,59.1,20.0,19.0
53023,12.7,66.7,65.0,51.2,81.4,64.6,82.3,63.5,25.3,25.0
5073,20.0,78.7,49.3,63.8,82.8,70.7,83.5,59.3,19.1,17.0
36031,12.1,78.3,65.6,56.6,85.8,71.9,85.9,67.1,24.4,18.5
39031,14.1,74.9,60.2,58.0,80.1,68.8,82.5,56.7,22.6,21.7
22113,17.2,78.3,52.0,59.8,84.5,73.7,84.4,60.6,18.1,19.6
13021,25.3,78.7,57.3,62.1,86.9,75.4,84.6,62.1,19.6,22.5
17185,15.0,73.7,64.3,55.5,83.8,70.5,83.8,63.6,26.4,21.6
46013,13.3,75.8,69.6,55.7,80.0,80.3,86.8,63.8,26.3,25.3
47019,20.7,74.7,48.0,61.6,83.7,67.5,81.9,61.5,20.6,17.3
37077,20.9,78.0,61.7,58.6,85.9,75.8,85.9,65.4,27.3,26.7
55043,12.2,74.1,67.1,55.2,78.9,70.9,84.1,69.2,20.8,18.8
27127,13.0,69.1,68.2,55.2,82.3,76.5,85.0,65.6,26.1,26.7
8071,24.7,65.5,56.0,50.4,83.2,64.5,83.2,57.9,22.3,19.5
48191,37.4,71.5,43.6,60.0,81.2,65.0,78.5,51.0,15.0,14.8
51027,18.2,75.2,53.1,61.0,81.7,69.0,81.3,58.4,24.3,24.5
42075,15.6,75.7,66.7,56.8,83.9,69.3,83.8,67.3,26.9,23.5
51085,11.0,76.8,76.5,57.2,87.8,77.3,88.3,68.9,29.8,29.8
24047,11.5,74.4,67.6,57.6,87.1,74.3,86.4,67.3,23.8,24.5
1123,18.9,77.1,59.3,64.0,86.2,74.1,85.0,63.8,24.8,25.1
17079,14.8,73.5,64.5,55.3,83.3,70.4,83.6,63.4,26.2,21.5
37013,21.2,77.4,59.0,59.3,85.3,75.7,85.6,64.2,25.8,27.1
19177,12.1,74.2,61.8,57.8,81.6,69.7,83.3,62.4,26.4,23.3
17195,17.9,73.8,64.1,55.5,84.2,71.9,84.3,63.3,26.1,23.2
40119,17.1,76.1,60.0,59.8,83.2,70.2,82.3,58.3,27.0,26.0
18075,15.8,73.9,56.8,60.5,81.9,67.9,82.9,59.1,18.1,18.9
6071,21.2,69.1,60.2,52.2,85.8,72.2,82.1,61.5,19.0,21.9
28093,23.5,78.0,47.5,66.0,85.3,66.3,85.4,58.3,24.6,20.1
47111,22.6,74.5,51.1,60.7,83.6,68.2,81.9,59.7,19.9,17.4
8097,11.7,67.1,74.5,47.7,86.4,68.3,86.9,67.1,26.7,25.9
20137,18.2,70.7,61.7,56.1,81.5,69.5,83.1,59.1,24.2,22.5
19155,12.8,75.8,64.5,58.0,82.4,69.8,84.0,65.9,26.4,26.2
36117,12.7,77.8,66.7,56.2,85.7,71.4,86.1,66.3,17.5,18.3
48001,32.2,71.8,47.7,59.4,81.7,69.1,80.8,57.9,17.8,17.3
35003,15.4,65.3,58.8,54.3,79.3,63.1,81.0,59.1,19.7,17.6
21159,15.0,80.0,52.4,62.8,87.7,70.4,82.0,61.5,25.8,25.0
54089,14.2,78.2,50.2,62.3,84.2,70.3,82.9,62.9,30.1,25.3
48015,29.7,70.7,56.6,56.9,83.9,71.1,82.9,60.4,19.8,19.6
13135,26.0,76.4,61.3,59.0,87.6,77.5,83.7,63.0,23.9,26.7
22013,18.7,80.5,46.4,64.6,85.2,73.6,84.1,59.6,16.6,16.5
5043,16.5,78.7,54.2,62.9,83.9,69.8,84.0,58.8,19.7,17.7
30049,11.3,70.3,68.2,49.9,82.1,72.2,86.0,65.2,31.0,27.1
46127,13.1,72.5,69.8,55.8,80.0,75.8,86.8,66.3,23.8,24.2
18155,16.4,74.2,55.2,60.9,81.0,67.2,82.2,60.0,19.1,18.7
46021,13.6,72.5,70.9,55.6,79.7,75.3,86.6,66.0,24.2,23.6
53053,13.9,69.1,65.9,49.6,81.8,71.2,82.9,66.2,25.9,24.0
27161,13.4,70.2,69.1,55.2,82.4,75.6,85.4,67.5,24.1,25.3
48499,25.6,71.8,54.5,57.6,82.5,69.0,82.0,59.9,19.4,18.2
13019,27.6,74.7,52.1,59.4,82.9,71.5,81.5,55.8,19.9,21.0
29087,16.9,73.1,59.2,58.8,82.0,66.6,83.7,62.7,27.4,25.5
40013,19.2,75.4,57.2,58.5,82.9,64.0,82.4,55.7,27.0,24.7
2220,13.2,66.6,68.7,49.6,81.2,67.8,84.5,59.6,20.1,20.7
27075,10.8,70.2,71.8,54.0,82.6,74.6,86.9,68.5,28.1,26.2
5045,13.8,79.1,59.2,62.3,84.6,67.9,84.6,65.0,23.4,19.8
17131,14.6,73.0,65.1,54.7,83.8,71.2,83.8,64.9,27.6,23.2
38025,11.9,68.5,65.1,56.6,81.6,72.2,84.6,59.7,25.8,26.6
21011,12.9,80.3,52.5,60.9,87.7,70.7,81.9,60.7,27.1,24.9
50007,8.7,73.2,76.7,52.8,83.6,72.6,86.0,68.9,23.5,24.9
41069,17.2,70.1,59.1,52.1,83.4,68.6,84.0,61.4,19.1,20.4
13051,22.1,77.0,65.2,60.0,87.8,78.5,85.9,66.6,20.9,23.4
27063,12.4,70.4,69.2,55.1,82.6,76.0,85.5,69.2,26.7,26.1
20201,16.7,71.4,61.8,55.4,81.9,69.9,83.7,58.6,24.0,22.1
49045,16.5,71.2,67.7,48.8,80.8,64.3,82.1,59.7,24.4,20.5
42085,11.9,76.2,61.3,57.4,83.1,72.4,84.2,66.9,26.9,24.1
48233,29.8,71.5,54.8,57.4,82.3,69.0,82.0,58.2,18.4,17.8
28065,24.6,79.3,43.7,68.3,85.5,65.8,84.1,55.4,22.0,17.7
5011,22.7,77.9,51.2,62.2,83.3,69.5,83.2,58.1,18.0,17.4
39121,14.0,75.6,57.8,57.6,81.1,70.4,83.6,60.8,23.7,23.1
48455,28.0,72.3,51.2,59.4,81.6,66.4,80.9,56.6,17.5,16.8
6115,17.3,68.8,58.9,51.6,84.5,71.7,82.3,65.4,22.1,22.9
28009,24.4,77.0,44.7,64.9,84.1,64.8,83.3,57.2,23.8,19.0
37107,24.0,78.0,56.0,61.5,85.1,74.0,84.8,61.5,25.6,24.6
13085,20.0,73.8,67.0,56.1,85.7,75.6,85.9,64.9,25.6,25.2
24019,14.3,78.2,59.2,61.2,87.1,74.5,85.7,62.5,25.7,19.7
49055,17.0,68.6,69.2,49.4,79.6,65.1,82.9,62.9,23.4,20.4
53025,24.2,68.7,56.7,52.1,79.8,63.5,82.2,60.2,20.3,20.2
1003,14.6,73.3,66.3,58.6,87.0,74.0,87.3,67.5,29.0,28.7
30005,15.3,69.3,58.0,53.7,79.0,67.1,80.9,54.4,20.9,24.2
21223,12.6,79.7,56.3,61.0,88.2,70.4,83.3,63.7,28.2,25.0
31087,16.9,68.0,57.8,58.1,80.4,66.9,82.7,56.2,22.3,21.4
26023,15.2,75.5,62.5,56.6,85.6,73.2,84.8,64.3,24.0,22.3
8041,15.8,70.1,69.3,50.8,85.1,64.2,85.8,67.3,27.6,22.9
19121,9.9,76.0,70.1,56.6,83.7,72.3,85.6,67.3,27.4,26.5
46063,13.4,72.3,69.2,55.5,79.7,75.5,86.3,65.3,24.0,22.5
40047,20.7,75.1,58.4,57.6,83.7,68.1,82.0,57.2,24.7,27.6
29077,16.4,74.3,60.0,60.3,83.0,68.3,84.0,63.9,25.7,25.6
13245,26.5,79.2,56.5,62.7,86.4,77.2,84.9,64.4,21.0,21.1
13285,25.3,77.4,53.2,61.5,85.8,75.4,84.4,59.2,19.8,23.6
9009,13.8,76.9,73.0,59.7,88.0,78.2,86.5,70.8,23.6,24.7
2090,12.8,69.0,68.4,48.7,81.2,67.9,84.6,62.6,22.0,20.9
48391,37.4,71.5,51.6,57.4,82.6,69.7,81.6,55.0,16.7,16.9
40149,20.1,74.7,58.8,58.0,83.0,70.2,83.1,56.0,25.6,25.5
31085,18.8,68.4,60.3,58.8,80.2,66.5,82.6,54.8,21.1,21.7
6041,10.2,69.4,74.2,50.5,87.6,74.6,87.0,72.1,29.0,28.2
48127,50.1,70.2,41.7,59.7,79.8,67.6,78.3,46.4,13.0,13.7
53059,13.4,66.8,62.3,49.9,81.1,68.0,83.6,60.5,23.8,23.8
51135,18.9,77.9,59.9,61.9,85.1,73.2,84.0,60.2,23.9,23.4
37171,22.5,74.8,59.8,57.5,84.0,72.3,83.6,60.9,26.2,27.3
29163,20.2,73.4,53.0,60.9,81.0,66.6,83.2,62.1,25.6,23.8
48479,46.6,70.3,45.6,58.6,81.3,69.0,79.4,45.2,13.3,14.2
36071,15.8,79.5,67.7,57.4,87.4,75.8,86.5,63.8,17.0,20.2
53003,13.0,67.9,65.2,52.5,80.6,68.9,83.0,66.6,25.7,26.1
8125,21.0,66.0,62.2,50.4,83.2,59.5,82.6,58.1,23.1,19.9
30107,17.6,67.8,56.3,52.7,78.3,65.9,81.4,53.8,21.6,22.4
21163,11.0,80.6,60.8,60.0,89.2,72.9,85.5,67.9,30.4,27.3
30013,13.7,72.1,61.5,52.3,81.2,69.0,84.0,59.3,27.2,26.0
51590,18.6,79.5,57.4,64.7,86.2,73.9,85.6,60.0,22.3,22.5
38043,13.9,68.1,60.2,57.2,80.1,71.2,83.1,58.6,24.8,24.1
55099,12.7,73.3,68.5,55.1,78.8,71.6,84.3,67.2,20.2,18.9
8095,19.9,65.5,63.8,49.9,83.3,65.0,83.9,60.0,22.6,22.0
54039,12.1,81.6,60.0,63.8,86.8,76.2,86.0,68.2,34.5,32.9
24029,12.1,77.1,62.7,59.1,87.4,71.9,85.7,65.8,27.3,24.6
6095,15.3,71.4,66.0,51.9,86.7,76.5,83.4,67.5,24.3,25.3
13133,25.7,77.6,55.9,61.2,86.5,73.2,84.8,58.3,20.4,22.4
1013,20.2,77.9,49.4,66.2,86.5,73.4,84.9,62.3,22.5,21.0
20065,16.0,72.1,63.2,56.7,82.4,69.7,83.5,58.4,23.9,22.5
8009,18.8,66.4,57.1,51.7,82.2,61.4,82.0,58.1,21.1,20.4
1121,19.5,76.6,47.8,65.2,86.3,74.0,84.5,64.4,21.8,24.3
12121,26.4,74.1,50.2,56.2,83.6,70.3,82.0,62.4,20.2,20.9
5013,18.0,77.3,51.5,61.4,82.7,69.9,82.6,59.0,19.3,18.3
13255,26.5,76.4,54.7,61.5,85.6,75.1,83.7,60.1,19.9,22.5
20109,17.2,71.8,64.9,55.9,82.2,68.6,84.2,58.8,25.6,25.4
13107,28.4,76.7,49.9,62.8,84.7,70.5,82.7,55.7,18.5,19.8
51191,13.8,76.5,64.2,59.8,84.9,70.4,84.5,63.8,27.7,27.7
40147,17.8,75.9,62.3,58.1,83.9,74.2,83.5,60.5,29.3,29.5
17167,13.6,75.1,66.5,56.8,85.3,72.8,85.0,65.2,28.5,24.0
47091,22.4,74.3,48.3,61.4,82.7,66.2,81.3,59.6,19.2,16.7
8051,12.6,66.4,69.6,49.5,84.7,64.8,85.6,64.5,24.9,22.8
13289,27.7,77.1,49.1,61.9,85.0,73.9,83.0,57.8,18.4,20.5
31075,15.3,68.3,63.4,58.7,80.1,67.4,83.5,59.3,22.8,22.4
48103,38.4,71.3,55.2,56.4,83.2,70.2,83.0,56.4,16.9,17.6
28075,21.2,78.6,48.6,67.0,85.6,71.2,85.0,59.9,24.3,21.6
17133,11.4,74.4,71.7,53.7,85.8,72.7,86.0,69.0,29.4,24.4
15001,13.7,72.5,64.9,51.5,79.6,71.9,82.7,63.2,15.5,19.3
19009,11.1,75.9,65.6,57.3,82.7,72.2,84.1,64.1,27.3,24.8
48247,48.2,70.1,45.6,58.8,80.8,68.7,80.0,48.0,13.4,14.4
20075,27.8,71.1,57.7,56.7,81.9,66.9,82.4,54.2,21.9,21.1
2185,14.9,66.6,61.5,49.0,79.6,63.9,82.1,55.3,17.7,19.0
26151,14.7,76.1,64.0,55.8,85.5,69.6,84.0,64.9,23.6,22.0
6031,23.5,69.4,55.6,52.0,83.8,72.5,82.2,61.6,19.7,20.9
24015,12.2,73.9,63.3,58.1,86.5,70.4,84.8,62.6,26.2,24.3
46007,19.6,72.1,54.6,57.5,76.4,70.1,82.3,53.1,17.5,17.9
40067,23.7,74.4,49.3,59.5,81.4,66.9,80.3,53.2,24.0,23.3
22081,19.1,80.0,48.3,63.2,85.2,72.6,84.2,60.9,17.4,17.2
18129,12.0,75.2,66.2,58.2,84.2,70.7,85.7,64.8,21.5,21.0
39151,12.4,76.8,62.8,59.3,83.3,72.5,84.9,64.4,26.2,23.6
19043,11.8,75.6,65.1,58.7,81.8,72.2,83.7,62.8,26.3,23.2
27049,11.3,72.8,71.7,54.3,83.3,77.2,86.6,67.8,25.8,24.0
12123,29.6,72.5,44.9,58.2,82.8,68.6,81.9,56.7,23.3,18.8
39009,13.0,75.6,59.7,58.4,81.7,71.8,83.0,63.8,23.2,23.8
28139,23.0,75.0,47.8,64.5,83.0,60.9,83.4,58.4,25.8,18.6
37051,20.2,78.5,64.2,60.4,86.7,77.9,87.0,63.9,29.4,26.7
31109,15.3,71.1,71.8,55.7,82.5,70.3,84.4,66.8,30.4,27.9
39101,14.7,76.2,56.4,59.4,81.6,72.0,84.5,60.3,26.6,21.1
48429,32.2,70.6,49.7,57.4,81.4,66.7,80.4,55.5,17.8,16.9
6069,20.7,69.1,63.6,50.2,85.4,73.7,84.6,64.4,22.2,23.6
12093,34.7,73.6,49.9,56.7,83.0,68.0,80.5,55.1,22.2,19.3
26161,10.2,76.4,74.8,57.2,88.7,77.5,86.5,70.2,26.4,27.4
13299,27.4,76.4,53.0,62.5,84.5,73.2,83.2,57.4,19.1,22.1
41049,26.6,69.9,56.1,51.7,83.4,68.6,84.1,57.0,18.0,19.6
42105,12.7,76.2,61.4,57.1,82.4,70.1,82.9,64.4,24.5,23.2
42127,13.2,76.2,63.9,57.3,83.6,70.0,83.8,66.7,24.5,25.7
55015,11.1,74.3,72.0,53.0,80.9,73.4,85.7,71.9,23.2,21.6
48237,30.5,70.4,51.4,57.4,81.0,66.0,80.5,56.6,18.6,17.5
4012,28.2,70.1,53.1,53.4,81.2,61.9,81.2,49.7,15.8,15.5
39081,13.4,73.8,59.8,58.8,81.4,76.0,83.9,59.6,22.5,24.7
21149,11.1,80.5,58.6,60.7,88.6,71.5,84.0,64.9,29.6,25.3
31165,16.9,68.6,64.0,58.2,81.3,66.5,84.2,59.0,22.9,22.9
47137,22.9,73.9,50.8,59.8,83.0,68.2,82.0,59.7,20.0,18.6
48197,31.8,71.4,51.2,57.8,81.8,68.6,81.0,56.8,18.0,17.2
49027,19.4,69.2,66.3,51.0,79.2,64.2,81.5,60.1,22.2,19.7
48275,34.2,71.2,53.6,58.2,81.9,68.7,81.5,56.2,17.2,17.0
33009,12.0,75.0,68.0,56.2,85.1,72.4,87.1,69.8,24.9,23.5
51179,13.6,79.1,73.5,59.0,87.9,76.5,88.2,68.3,30.3,29.5
18035,14.2,75.5,62.1,60.1,83.4,70.9,84.0,62.1,18.9,19.5
36081,19.9,80.1,61.9,59.0,88.0,74.6,82.8,60.2,15.4,15.7
46043,13.8,72.1,68.6,55.6,79.2,75.0,85.9,64.7,23.6,22.2
39037,12.7,74.6,61.2,58.2,82.1,70.6,84.4,60.7,23.9,22.4
48501,42.5,70.5,53.5,56.6,81.9,69.5,82.3,53.0,17.4,17.0
38021,10.8,69.6,65.8,56.2,81.8,75.1,85.0,62.9,25.7,28.0
30077,15.3,66.6,61.2,51.4,78.7,66.6,83.3,56.2,24.0,23.1
21109,13.8,79.3,45.8,62.9,86.8,68.6,80.9,60.6,24.2,23.1
31153,15.0,73.4,72.6,57.5,84.3,75.2,86.9,71.2,30.1,29.1
19019,10.4,75.7,68.6,57.8,83.2,73.5,85.1,66.3,27.0,25.3
54091,12.9,78.0,54.6,59.9,84.5,70.4,84.0,63.6,34.9,24.6
21129,16.5,79.4,45.9,64.6,85.4,67.1,79.8,60.4,24.2,21.7
22101,19.4,78.9,50.6,62.8,85.2,72.5,83.9,57.4,17.7,17.4
26087,13.5,75.2,67.1,55.3,86.5,71.8,86.1,67.9,24.9,22.6
47027,22.8,74.3,47.3,61.9,82.7,66.4,80.7,57.5,19.0,16.9
48301,27.9,66.8,50.2,51.8,77.8,68.7,81.8,55.9,12.6,17.7
48133,28.7,70.7,51.8,58.2,81.6,67.4,80.6,56.7,18.1,17.8
12031,23.3,76.3,57.8,57.8,86.8,74.7,84.9,63.3,23.0,20.7
48365,25.8,72.1,53.3,59.2,82.3,68.4,82.2,58.0,18.6,17.5
42041,10.6,76.1,72.4,57.0,85.3,74.6,84.7,70.7,29.9,27.5
46097,14.3,72.2,66.8,55.4,79.0,74.6,85.8,63.2,22.6,23.0
27147,13.4,69.5,72.5,55.9,82.9,77.6,85.4,69.4,26.9,28.9
37021,16.2,75.8,67.5,56.8,85.9,76.7,87.3,66.4,32.0,29.2
31139,14.8,68.8,65.8,58.0,81.6,70.8,84.0,60.5,22.5,23.1
20045,14.2,73.3,70.0,56.1,84.2,70.4,84.8,61.8,26.8,26.1
20139,16.3,73.6,61.0,56.9,81.7,70.2,83.5,60.4,23.4,23.3
25013,15.2,77.7,66.8,57.3,86.7,78.7,84.1,65.0,18.7,24.7
20013,16.4,72.6,64.1,57.4,81.9,68.3,83.4,57.7,23.9,22.3
18099,17.4,74.8,60.1,60.0,82.9,70.7,83.9,61.5,19.3,19.8
21197,12.6,80.2,53.4,62.0,87.6,70.4,82.6,62.8,27.2,24.1
48157,24.5,75.7,63.7,57.5,86.9,73.2,83.0,61.1,20.6,20.7
47001,18.8,75.9,57.6,60.3,85.2,70.6,82.9,61.1,22.7,19.4
48421,35.1,70.8,55.3,56.3,82.6,69.2,82.6,57.4,18.5,17.9
19073,11.2,75.3,66.8,58.2,82.6,71.1,84.8,64.7,26.8,24.4
27059,11.5,70.0,71.0,54.7,82.6,74.0,86.1,69.4,25.7,26.5
48075,34.0,70.6,50.2,58.1,81.7,67.1,80.9,56.0,17.3,17.2
49057,18.1,70.8,70.6,49.0,80.9,67.3,82.3,66.8,24.2,25.8
42011,16.5,77.0,64.8,56.8,84.1,73.0,84.0,67.3,24.1,24.2
21057,12.8,80.1,53.9,62.6,87.7,70.0,82.7,61.4,26.4,23.7
18163,14.0,76.9,62.1,61.0,83.8,75.2,85.4,63.2,19.2,23.2
21099,13.9,79.9,51.7,62.5,87.1,69.5,82.3,61.5,25.9,23.4
20129,23.6,70.9,61.2,56.0,81.9,68.1,83.2,57.6,24.1,22.5
48037,25.1,73.3,53.3,59.7,83.0,69.4,82.4,59.3,18.2,17.2
29073,16.6,73.5,58.8,58.0,82.2,68.3,84.3,63.2,26.6,25.9
48147,26.3,71.3,54.9,57.2,82.2,68.7,81.8,59.4,19.6,18.6
27083,13.5,70.3,68.2,56.7,82.6,75.2,84.8,65.6,25.1,24.6
29197,18.8,73.0,53.1,59.8,80.9,65.4,82.5,61.5,24.4,24.1
42067,14.1,75.2,60.8,56.4,82.4,67.4,82.6,64.3,24.4,23.1
26049,14.0,77.8,68.2,58.6,87.3,77.6,86.2,68.6,24.4,22.7
8115,20.1,66.2,60.9,50.9,82.5,62.7,83.1,59.0,21.7,20.5
8031,18.2,67.1,68.1,49.1,85.1,70.0,85.3,60.4,25.0,24.9
22021,18.5,77.6,48.0,61.1,83.5,70.2,82.6,57.6,17.9,17.5
19147,10.2,74.6,69.6,57.1,83.5,72.7,85.6,64.8,27.0,24.5
12061,25.3,72.3,65.0,55.8,85.3,72.6,84.5,61.5,24.2,23.6
29175,18.8,72.6,56.3,59.8,81.4,64.6,83.2,61.3,23.8,24.8
22123,18.8,77.9,49.5,61.4,84.0,69.8,83.1,58.1,18.1,17.6
1057,18.6,75.0,55.8,62.7,84.9,74.3,84.1,64.0,24.8,26.0
31045,15.0,68.9,67.0,58.0,81.7,66.6,84.6,59.8,25.1,23.5
40005,21.1,75.0,52.2,59.8,81.4,68.2,80.7,53.6,24.7,22.6
1077,16.0,75.0,58.8,60.5,86.5,73.3,85.4,66.5,28.7,25.0
25001,8.3,77.6,75.2,55.0,87.4,78.4,87.4,70.9,25.4,22.2
17007,20.4,74.1,64.5,55.1,84.7,71.7,84.2,63.3,27.0,21.9
40033,21.6,74.7,55.4,58.7,82.0,67.8,81.7,54.8,25.0,24.5
5099,17.7,78.3,49.4,63.2,83.6,70.4,83.3,58.8,18.4,18.3
54061,11.0,78.0,65.0,61.8,85.9,74.6,86.3,71.0,33.6,28.2
29039,19.3,73.0,53.1,60.5,80.5,65.2,82.3,59.9,24.2,24.4
32009,22.9,68.8,53.2,55.0,81.8,63.0,81.6,54.4,23.3,21.1
19063,13.2,75.4,62.3,58.0,83.0,72.4,83.7,63.8,26.0,24.9
16021,21.5,67.0,61.3,52.6,78.6,58.6,81.7,57.1,24.2,19.4
31025,15.8,69.6,65.4,57.0,80.7,71.5,84.7,65.8,25.8,26.2
13011,27.2,73.7,55.5,58.2,83.2,73.4,82.7,58.2,21.2,22.8
29009,22.3,73.0,52.7,60.0,81.0,65.6,82.0,60.6,25.2,24.7
8105,25.2,66.4,58.1,50.7,83.2,63.5,83.3,56.2,20.7,20.1
2050,18.3,67.6,52.0,52.5,76.4,59.4,78.1,45.2,13.5,14.6
53033,10.9,70.6,72.7,49.6,85.0,70.8,82.5,66.9,28.0,27.0
13077,21.1,76.2,64.7,58.3,86.8,75.0,86.4,63.1,24.9,26.0
55045,11.7,73.5,71.6,53.7,80.0,71.6,85.7,70.5,21.7,20.8
6013,13.4,71.9,69.7,50.1,86.7,77.3,84.7,70.4,24.1,24.8
13043,31.8,75.3,50.2,62.1,83.6,73.0,81.7,55.3,18.1,20.2
17197,17.2,75.5,68.6,53.9,86.4,74.1,84.4,65.2,26.3,23.0
17071,14.3,73.8,65.1,55.0,84.0,69.3,83.8,64.9,26.5,21.9
51700,15.7,79.6,65.1,60.7,87.6,77.1,86.7,61.6,25.0,24.7
48167,27.3,72.9,57.9,57.3,84.4,70.9,83.2,57.1,20.9,18.8
13087,28.1,77.9,48.7,61.8,85.6,74.9,84.1,58.3,18.8,20.6
56031,20.7,64.6,65.1,52.7,82.1,62.8,83.7,53.0,26.4,20.2
35055,19.0,66.4,63.3,52.8,80.8,58.1,82.3,53.5,18.1,16.1
8061,15.7,66.1,60.6,50.8,82.9,63.1,82.9,60.6,22.2,20.9
18183,13.0,74.7,66.0,59.4,83.6,72.0,85.7,64.0,20.4,20.7
1043,18.1,72.8,56.8,61.1,84.7,74.3,84.4,63.1,26.5,25.7
30043,11.8,68.1,68.3,51.5,81.8,70.3,85.5,61.1,25.6,25.9
40039,22.6,75.1,56.5,59.2,82.9,69.0,82.4,55.0,25.4,24.6
27113,12.3,71.5,66.7,56.2,82.9,77.6,85.6,68.8,26.4,26.2
5053,14.7,75.9,59.8,59.9,83.1,68.4,83.8,62.5,21.1,19.8
38085,16.3,70.5,46.2,60.2,78.4,66.6,78.1,46.9,17.8,19.3
5109,17.1,76.4,53.2,59.9,82.4,66.6,82.4,58.5,20.0,18.6
53067,12.2,68.4,68.7,48.6,82.3,68.3,84.0,68.0,25.3,26.0
19053,12.4,75.2,60.9,58.9,81.8,70.3,82.7,61.5,26.2,22.8
40003,19.9,74.3,59.8,57.2,83.2,70.0,83.3,59.1,27.1,27.1
51147,15.2,78.9,60.4,61.5,86.2,75.1,85.5,63.8,24.5,26.0
46105,13.6,72.6,68.0,56.3,78.6,72.9,85.8,63.9,22.7,22.1
18065,14.8,75.1,59.9,59.6,82.6,70.3,84.2,61.5,20.0,22.0
48011,21.1,72.0,63.0,55.9,83.5,70.7,84.2,63.0,21.2,20.4
46071,19.1,71.8,49.9,60.4,75.2,69.3,79.9,49.3,16.3,16.0
1067,18.6,76.1,55.8,63.1,86.4,75.9,85.4,65.7,24.6,24.8
26015,12.2,76.5,70.7,54.4,86.9,74.7,86.4,69.9,27.4,23.8
38051,13.6,68.3,60.3,57.3,80.1,72.5,82.6,57.8,24.1,23.4
36111,13.2,78.6,68.5,56.7,86.4,72.7,86.5,64.0,19.5,15.9
29155,23.9,74.4,45.3,64.2,80.6,62.8,81.1,56.0,22.4,21.6
53011,12.7,66.3,66.5,51.3,81.7,69.1,85.7,64.9,25.9,27.0
2261,12.5,65.8,68.0,49.6,80.9,64.7,84.6,54.9,19.9,22.5
28045,19.2,75.2,55.7,62.9,84.4,64.5,84.9,62.4,26.8,22.1
20057,31.9,71.3,56.0,56.9,81.7,67.7,82.1,51.9,20.6,19.6
13163,30.7,77.3,50.4,64.0,84.9,75.6,83.6,55.5,18.3,20.4
47035,19.8,73.8,55.0,58.5,84.5,73.0,83.5,63.4,21.6,18.7
47073,20.3,74.6,50.3,60.9,83.8,67.9,82.0,62.1,19.9,18.9
37097,17.9,77.0,66.2,56.5,86.2,75.9,86.1,66.0,28.7,29.0
6087,15.1,68.7,67.3,50.2,85.6,74.5,85.0,68.6,23.7,26.2
19117,11.7,76.1,64.7,57.9,82.4,70.9,83.8,63.4,26.7,22.9
48471,29.4,72.6,51.6,59.5,82.0,69.2,81.6,56.4,17.5,16.9
16031,28.5,66.6,62.5,51.5,79.6,61.5,81.1,57.6,22.9,19.4
13197,28.7,75.6,53.8,61.1,84.7,74.7,83.7,58.5,20.4,21.8
51109,14.5,76.8,65.2,60.1,85.4,73.4,85.9,64.1,26.2,25.6
21079,11.9,80.3,60.3,61.1,88.5,71.1,84.0,62.7,27.1,25.6
8015,15.6,65.2,65.7,49.1,83.8,64.3,84.5,62.9,23.3,23.2
36019,12.9,77.8,60.4,56.7,85.3,72.3,85.7,64.1,20.9,17.6
30009,12.2,69.5,66.1,51.6,81.5,68.9,85.2,62.1,27.2,27.2
6023,12.7,67.5,62.0,51.2,84.6,70.9,83.6,67.9,22.0,25.0
12085,23.1,74.8,64.6,55.8,86.1,73.0,84.9,66.4,23.6,24.1
27103,11.2,72.2,73.7,55.0,83.6,77.6,86.7,70.8,26.9,26.9
48211,30.2,71.4,54.9,55.9,83.6,68.6,81.9,57.7,18.6,18.3
1131,24.2,79.7,47.9,68.7,86.8,76.1,84.9,62.2,19.9,19.7
48295,32.1,71.2,55.8,56.5,82.8,69.0,82.1,58.4,18.8,18.9
37061,29.0,76.1,52.0,59.5,84.2,72.8,83.0,58.8,23.3,24.6
17061,15.5,73.3,60.6,55.7,83.0,69.4,82.5,61.8,25.5,20.6
47011,19.5,76.3,55.6,60.4,85.5,69.8,84.2,59.9,19.6,18.8
47099,20.7,74.0,51.9,60.6,84.0,69.4,81.6,60.8,21.4,18.9
37157,21.1,77.2,59.0,58.4,84.8,73.4,84.8,63.2,26.5,26.8
55085,11.1,73.0,71.4,51.6,80.2,71.1,85.5,69.6,24.5,20.7
48085,19.4,74.6,69.1,56.7,86.7,75.8,84.1,65.5,23.3,23.7
