CountyFIPS,ACCESS,CHECKUP,DENTAL,BPMED,CHOLSCREEN,MAMMOUSE,CERVICAL,COLON_SCREEN,COREM,COREW
18171,13.1,75.3,63.2,59.1,83.6,69.3,85.1,63.1,20.7,20.3
28081,19.6,77.9,50.9,65.0,85.7,66.3,86.6,61.3,26.9,21.9
18025,16.9,73.8,52.4,60.7,80.9,67.4,82.6,58.2,18.5,17.7
38061,13.5,68.1,63.3,55.1,81.5,72.0,84.5,57.6,24.1,23.4
19105,11.4,76.1,69.3,58.3,82.7,70.4,84.2,63.0,26.2,22.5
13063,29.8,79.0,53.5,63.9,87.7,79.6,85.7,61.1,20.0,23.1
1049,24.0,72.5,51.1,61.5,84.3,69.9,81.6,60.2,23.2,21.6
20171,20.3,72.7,63.0,55.8,82.9,69.0,84.2,59.0,24.4,23.5
19193,15.5,77.6,66.5,59.8,83.6,69.9,83.6,62.3,26.7,21.4
55081,13.1,73.8,67.9,54.5,79.4,72.5,84.9,69.0,21.9,21.4
21107,11.8,81.1,58.0,61.6,88.6,71.2,84.6,66.9,27.7,25.4
8087,25.5,65.1,56.9,50.7,82.4,62.6,82.3,57.9,21.3,20.3
30031,10.7,68.3,69.2,50.6,81.9,69.3,86.3,61.4,26.8,23.7
38041,12.3,69.4,60.7,57.0,80.6,72.7,83.5,58.7,23.6,26.3
37091,23.6,79.5,55.5,62.1,86.1,76.2,85.4,63.6,24.6,24.9
30105,13.2,69.7,61.8,52.9,80.2,68.3,84.2,60.1,26.8,23.7
30095,13.4,68.9,67.3,50.6,81.6,69.5,85.3,60.2,25.1,25.9
37063,18.2,78.4,66.8,58.5,87.6,78.1,87.1,70.6,28.3,28.0
51139,15.6,75.4,61.5,59.1,83.7,70.1,83.7,59.9,25.3,24.6
27091,13.3,69.6,67.8,56.2,82.1,74.2,85.1,68.4,25.3,26.3
30007,13.1,68.0,65.1,51.5,80.2,68.0,84.7,59.3,25.0,24.0
27145,12.2,70.5,73.8,56.5,82.6,75.4,86.2,69.8,27.2,28.3
8113,11.9,67.0,71.7,48.2,85.7,66.6,86.4,66.4,26.0,24.0
39079,14.4,76.6,56.8,59.9,80.9,70.6,83.5,59.6,23.0,20.7
56043,22.3,63.3,65.1,52.8,81.9,63.6,83.3,53.5,24.2,20.6
31141,22.2,67.9,66.3,58.4,82.1,73.6,85.7,62.1,26.4,26.4
28149,21.3,78.6,52.3,67.4,86.0,68.0,86.2,60.9,27.7,19.7
12001,21.2,77.1,60.1,57.0,86.4,72.6,84.8,68.8,24.1,24.0
40085,24.8,74.9,55.8,59.0,82.2,68.8,82.0,55.5,26.8,24.8
16029,20.4,67.2,66.7,51.0,79.7,62.7,82.5,61.5,24.2,21.0
27105,22.4,69.9,61.3,55.9,81.5,74.6,82.6,61.0,22.6,25.3
47177,24.8,74.7,48.2,61.2,83.8,67.8,81.3,59.7,19.3,17.4
46079,13.1,72.6,70.4,56.2,79.8,75.5,86.4,65.3,23.2,22.8
39049,12.4,76.8,69.8,60.9,84.4,77.2,85.1,61.7,27.4,27.0
51011,14.3,77.8,62.2,59.8,85.8,74.3,85.7,62.6,25.7,25.1
29093,20.0,72.9,51.0,60.6,80.2,64.8,81.8,59.1,23.6,23.8
37155,24.4,77.8,49.1,60.8,84.3,72.1,83.2,57.2,21.7,23.9
50027,10.2,70.5,69.8,51.3,81.9,69.2,84.7,65.6,21.7,21.8
13101,36.2,73.7,51.7,58.8,83.4,71.3,82.2,55.9,18.9,21.0
35015,19.5,64.6,56.7,51.9,80.8,63.6,81.8,55.0,20.3,17.4
40011,22.8,74.8,55.9,58.5,82.3,68.8,82.2,55.4,25.1,24.9
1075,18.6,73.7,53.0,62.7,84.6,73.5,83.7,63.2,25.0,25.5
37029,17.3,76.4,65.8,56.2,85.4,76.2,85.8,67.0,29.9,29.2
29071,16.0,74.7,61.7,59.1,82.9,69.9,83.9,65.5,25.8,26.8
26069,14.3,76.1,61.6,56.8,85.6,70.8,83.9,65.6,24.0,23.4
31099,16.2,68.4,66.9,57.7,81.3,70.1,84.6,61.9,26.6,23.3
48017,38.7,71.0,49.5,56.2,83.1,67.7,81.4,53.2,16.4,16.6
46089,15.9,71.9,65.6,56.7,77.8,73.5,84.9,62.1,22.6,21.0
25023,8.9,80.3,71.3,55.6,87.6,80.1,88.1,68.8,24.1,22.1
30051,16.8,67.3,58.5,52.8,77.5,66.7,82.4,56.2,23.6,22.9
28163,29.9,76.8,41.1,67.9,83.7,63.4,83.4,54.6,21.7,17.0
1051,16.1,76.7,64.6,62.1,87.6,77.0,86.5,66.9,27.3,26.2
26047,10.9,76.7,69.7,54.6,87.5,73.4,86.6,69.7,26.0,24.1
51101,13.1,77.4,67.4,59.3,86.5,75.0,86.5,65.4,26.4,27.6
36119,14.7,78.7,68.9,58.3,89.1,75.7,86.7,68.5,19.0,17.1
17113,13.0,74.9,70.7,55.6,85.8,72.1,85.3,66.0,27.9,21.8
53009,13.2,66.8,62.7,50.1,81.1,66.1,83.5,59.9,22.9,22.0
8025,28.8,63.8,49.4,51.6,80.4,59.3,80.4,53.3,19.3,17.8
48263,25.9,71.4,59.7,55.7,83.3,70.5,83.7,60.8,19.9,20.1
13005,28.7,74.9,51.1,61.3,83.5,72.3,82.3,56.5,19.0,20.7
30061,15.7,67.5,60.8,53.4,78.8,65.1,82.1,56.4,23.6,21.9
1105,22.3,80.1,42.1,69.3,87.0,73.2,83.3,59.1,20.1,18.6
21125,12.6,79.7,53.7,62.5,87.7,69.4,82.3,64.5,25.9,23.5
28017,26.2,77.3,44.2,67.6,84.2,64.2,84.4,57.3,23.0,19.2
18055,14.3,73.8,57.2,59.9,82.4,67.4,83.8,59.5,19.8,18.5
26113,14.2,75.2,65.5,55.7,85.5,69.2,84.0,66.0,24.6,21.6
1029,18.0,73.7,57.9,60.6,84.8,72.1,83.9,64.2,25.0,23.5
31111,18.1,67.3,60.5,57.5,79.6,64.4,83.7,61.9,23.7,20.7
48161,29.5,71.8,51.2,59.1,82.0,68.0,81.5,57.7,17.1,17.1
45025,24.0,78.0,49.6,61.3,81.6,73.2,84.0,62.5,26.3,25.9
51520,15.3,76.0,61.1,60.4,84.1,71.2,83.7,61.0,24.6,25.1
54075,14.5,78.0,50.6,61.5,83.7,70.5,83.1,60.0,31.5,23.5
16039,25.4,66.0,61.1,51.7,78.9,64.3,80.9,58.5,21.3,19.7
28059,20.8,75.6,57.7,63.3,84.9,68.2,85.7,60.9,27.0,20.8
48425,27.2,71.6,54.9,57.9,82.6,68.2,81.7,58.0,18.3,18.1
50017,10.8,71.3,69.6,53.4,81.1,71.7,84.8,69.8,22.0,21.9
37191,22.8,76.7,58.6,59.1,85.1,75.1,85.4,61.4,26.4,25.1
38099,15.5,67.5,63.7,57.3,80.2,73.1,83.8,59.0,25.4,26.5
5147,18.3,78.0,49.0,62.9,82.3,68.0,82.4,57.0,18.8,16.9
48351,27.6,72.0,48.8,60.3,80.8,68.2,80.9,56.5,17.7,17.1
32029,14.3,69.1,63.5,52.6,84.1,67.2,84.7,62.3,28.7,25.7
56025,19.8,67.4,65.3,51.5,82.1,64.7,84.0,57.3,24.5,23.6
31013,20.2,68.3,61.2,59.1,80.1,63.7,83.1,57.5,23.1,21.8
26135,14.9,75.4,63.2,55.7,84.9,71.4,84.1,65.1,23.8,22.7
55137,15.1,72.7,65.9,54.7,78.5,71.8,83.9,68.0,21.6,19.8
48289,29.6,71.4,51.9,58.6,81.2,67.0,80.6,55.1,17.9,17.4
18045,14.1,74.1,61.2,59.4,82.8,69.4,84.4,61.0,19.1,19.7
45047,20.6,79.0,62.8,61.0,83.7,74.9,85.6,64.3,28.8,27.5
18177,15.2,75.2,56.7,61.4,82.6,70.6,83.9,63.2,20.1,20.2
54109,14.8,77.5,47.8,61.8,82.9,69.1,81.9,58.2,30.0,22.8
42051,13.2,74.9,62.7,58.1,82.7,69.1,82.1,65.5,23.6,23.8
48465,44.2,70.4,47.9,58.0,81.6,69.3,80.9,50.2,14.8,15.3
12105,29.2,74.5,55.6,58.0,84.9,73.0,82.2,61.8,21.0,21.7
13239,31.4,77.7,49.4,63.0,84.9,73.7,83.4,56.7,19.1,20.3
36087,15.0,77.8,69.4,57.9,87.8,73.6,85.5,63.8,18.3,18.4
55029,11.0,74.5,72.6,53.7,81.0,72.4,86.2,71.9,23.5,21.9
4027,30.7,71.6,52.6,54.1,82.9,61.5,82.3,50.0,16.4,15.4
48371,42.1,70.3,50.0,56.7,81.7,69.6,81.3,51.9,15.4,16.0
37035,20.2,77.3,62.6,56.9,85.4,74.4,84.5,63.6,28.1,28.8
47147,20.1,75.6,57.5,59.7,85.8,71.7,84.4,63.9,23.0,20.3
27033,14.5,70.0,69.4,56.2,81.7,76.3,84.7,67.4,24.6,27.5
47033,24.9,75.8,49.6,61.6,84.7,69.0,82.9,60.3,20.4,17.3
36065,13.1,79.8,65.8,56.8,86.0,75.6,86.4,67.1,20.7,18.7
26067,14.2,76.2,65.7,55.7,86.3,73.1,85.1,67.7,24.0,24.2
41019,15.8,70.9,63.1,51.7,83.6,71.3,84.7,60.7,19.5,19.8
16073,31.0,66.5,55.3,52.0,78.0,59.1,78.7,55.4,22.2,18.1
27019,9.2,72.4,77.9,53.3,84.9,79.0,88.0,72.9,29.4,28.2
17049,13.9,73.5,66.4,54.7,84.1,71.6,84.3,65.6,26.9,22.9
19099,11.1,76.4,70.9,58.2,83.0,71.6,85.1,64.7,26.2,23.1
29057,19.7,72.8,51.5,60.9,80.2,65.3,82.1,59.5,24.2,23.5
42061,13.0,76.4,62.3,57.9,83.2,70.0,83.4,65.2,24.2,24.3
20059,16.1,71.4,65.6,56.9,81.9,70.2,83.1,60.9,24.4,25.0
18011,10.3,76.0,72.1,57.8,86.3,73.0,87.4,66.7,23.5,21.9
18109,13.7,74.5,58.8,59.3,83.3,68.4,84.5,60.1,18.8,21.2
19027,10.6,75.8,69.9,58.0,83.6,75.1,84.9,68.3,28.7,23.9
5029,16.8,77.6,55.2,61.5,82.7,68.6,83.2,60.2,20.6,18.5
12051,43.3,71.7,49.3,58.1,81.8,67.6,81.3,55.0,18.2,17.5
48319,28.0,71.7,55.6,56.6,83.4,69.6,82.4,58.2,19.8,18.4
56013,19.2,63.0,63.1,51.1,81.7,63.4,81.5,52.7,25.1,21.8
35059,21.4,64.1,59.0,53.7,79.2,61.7,81.3,53.9,19.7,17.1
26165,13.6,74.8,63.1,55.4,85.5,70.4,83.8,66.0,25.0,24.6
26097,13.0,76.7,66.1,56.3,86.5,73.3,85.1,65.9,24.1,22.7
40109,22.0,75.8,62.0,59.5,84.3,77.6,83.6,62.7,27.0,31.7
29187,18.8,71.9,54.3,59.7,81.1,69.5,82.8,59.2,25.5,26.7
28109,20.2,75.7,54.2,63.5,83.8,63.5,84.6,57.5,26.0,24.3
48079,44.6,70.1,43.1,59.0,80.2,65.9,78.8,49.0,13.7,14.5
55083,12.2,73.4,67.6,54.0,79.2,68.9,84.7,67.7,21.8,20.4
47121,20.6,74.8,53.6,59.7,84.2,70.7,82.9,61.0,20.6,19.6
36009,13.0,77.8,58.4,58.0,85.0,74.8,85.7,62.1,15.8,17.2
51163,13.6,76.4,65.9,58.9,85.0,71.4,84.7,63.8,26.6,26.6
20093,28.1,71.8,56.4,56.8,80.8,66.5,81.7,52.9,21.2,20.9
12077,28.9,73.8,48.6,59.6,82.6,71.5,81.4,63.3,25.2,22.6
23029,18.3,75.6,54.1,53.5,81.8,72.7,85.6,63.9,19.2,20.7
38005,13.9,70.2,50.1,59.6,79.1,70.7,79.6,51.8,23.1,20.7
47077,21.6,74.9,52.4,60.5,84.1,69.8,82.7,61.4,21.2,19.0
39167,12.4,75.7,60.6,57.8,82.2,70.6,84.8,63.7,23.0,25.3
6021,21.7,68.0,57.1,51.4,83.7,71.0,82.0,62.7,19.8,22.5
28123,28.7,77.2,45.7,66.3,83.6,65.1,83.2,57.1,22.2,18.2
21133,14.0,79.5,49.2,64.1,86.6,68.9,81.3,58.7,24.7,23.4
22039,21.2,78.3,46.4,63.6,83.4,71.6,82.6,56.9,16.3,17.2
54103,14.1,77.1,48.9,61.7,83.8,71.0,83.4,63.4,29.8,24.8
20123,15.0,71.5,66.8,57.1,82.1,70.0,83.7,60.8,24.5,24.0
48445,42.9,69.9,46.4,58.2,80.5,65.5,79.8,51.1,15.2,15.6
48097,26.6,71.3,57.8,57.0,82.9,69.0,82.7,59.7,19.8,18.8
45081,26.5,76.2,53.3,59.8,81.8,73.3,83.9,62.4,26.0,25.0
13315,29.6,75.9,53.0,62.0,84.2,73.2,83.4,58.6,19.5,21.3
13149,25.1,74.4,56.6,58.7,83.8,73.8,83.1,61.0,21.7,23.7
5093,19.4,79.0,47.4,63.5,83.3,71.2,82.4,57.8,18.3,15.7
48361,24.2,71.1,53.7,57.8,82.3,69.2,82.2,59.8,18.5,19.4
29125,17.9,73.2,55.0,59.6,81.2,67.9,83.3,62.4,25.1,24.6
46119,13.1,72.6,71.9,56.2,79.7,74.1,87.1,66.0,24.7,22.7
37065,24.0,79.2,51.6,62.2,85.8,75.3,84.7,62.0,23.4,24.5
19057,11.9,77.9,62.4,59.3,82.9,73.8,84.1,67.9,26.4,25.1
48337,26.1,71.4,55.0,57.4,81.8,67.1,81.8,58.6,18.7,17.5
20029,16.0,72.3,64.1,57.2,82.0,69.7,83.2,59.6,23.0,21.8
16017,19.5,65.0,63.0,52.0,79.3,63.3,81.6,56.5,21.8,20.2
55103,13.1,73.1,66.7,54.1,78.5,70.5,84.1,67.4,22.9,19.1
35009,19.1,65.7,57.9,53.4,79.4,61.3,81.0,55.4,19.8,17.5
48381,23.6,73.0,62.7,56.6,84.7,70.1,84.0,61.9,21.2,20.3
17087,17.6,73.6,60.3,56.1,83.4,69.6,83.0,62.1,25.7,21.7
19129,10.7,75.5,68.0,56.6,83.4,71.7,85.4,63.9,25.7,24.8
37005,23.6,74.5,56.7,57.7,82.9,71.1,82.7,60.8,26.0,26.1
27131,13.4,70.5,70.7,54.6,82.9,73.0,86.5,69.6,23.1,28.8
51077,17.1,75.9,61.6,60.1,83.7,72.1,83.9,61.0,25.9,27.9
40077,19.4,75.6,56.1,58.6,82.4,69.6,81.5,52.3,24.5,24.8
46085,15.7,72.8,60.1,57.8,77.9,71.3,83.8,59.6,20.6,20.0
21189,14.3,79.7,49.7,62.0,86.6,67.9,80.9,58.2,24.8,23.8
29063,20.1,73.5,52.1,60.2,81.7,64.9,83.3,60.4,24.5,23.5
6007,14.0,68.3,61.5,50.7,84.4,70.2,82.2,65.7,21.1,23.1
1041,18.9,76.2,52.8,63.3,85.9,73.0,84.3,65.3,25.3,22.4
22069,17.0,80.9,47.8,64.0,85.8,72.4,84.5,59.6,17.7,18.1
26033,13.9,75.8,65.0,56.6,86.0,72.1,85.0,65.3,24.3,22.4
39013,12.7,76.4,58.6,58.9,82.0,75.3,84.3,64.4,23.7,24.0
48059,24.0,71.7,56.8,56.6,82.6,68.4,82.1,59.7,19.6,18.5
27011,12.6,70.1,66.9,56.1,81.9,74.9,84.9,65.8,24.0,24.9
31101,17.8,68.8,60.7,57.7,80.7,66.6,83.8,57.9,23.6,24.5
13071,34.4,74.9,50.8,61.3,83.9,70.9,81.7,53.6,18.3,21.6
19163,11.2,77.2,73.1,57.0,83.9,77.5,86.0,69.1,26.7,26.5
37001,21.1,76.9,62.8,58.3,85.7,76.4,85.5,64.8,26.7,27.6
48489,50.7,69.4,39.6,59.7,79.4,67.7,77.9,46.6,12.6,15.4
28157,29.1,78.9,36.7,69.9,84.0,63.4,82.7,54.5,20.4,16.8
1093,18.5,74.8,54.3,61.3,84.7,70.8,83.7,62.8,24.6,24.8
30023,15.7,68.5,56.5,53.5,78.7,66.3,81.5,57.0,23.7,24.5
20163,15.8,72.2,62.9,56.0,82.0,70.1,83.7,59.9,23.8,23.1
2275,14.5,66.3,65.7,49.9,79.5,63.8,83.2,56.0,19.5,21.4
46025,15.2,72.2,66.6,56.8,78.5,73.6,85.2,62.3,22.4,21.8
17023,14.4,73.4,62.1,55.4,83.6,69.6,83.4,63.4,26.3,21.7
27067,15.4,71.1,67.5,55.6,82.9,76.2,85.6,70.2,26.6,26.9
29179,19.8,72.4,50.8,59.9,80.1,64.5,81.9,58.6,24.7,23.2
21041,14.6,79.9,52.8,62.0,87.6,69.5,82.5,62.4,25.9,23.9
8079,12.2,67.1,70.5,48.9,85.2,65.6,85.8,65.9,25.4,23.9
18147,14.2,74.6,61.3,59.4,83.2,69.3,84.6,61.8,20.7,20.1
31175,16.7,68.9,64.0,57.9,80.7,65.6,83.9,55.3,22.8,21.3
27169,11.4,71.0,67.9,56.0,82.1,75.7,85.8,69.4,25.7,26.9
19185,12.9,74.9,57.6,58.7,80.9,70.5,82.3,59.7,24.6,22.9
55075,13.0,72.9,65.1,54.4,78.5,68.0,83.8,66.9,20.5,18.7
13061,31.2,79.3,42.3,66.4,85.3,73.4,82.3,54.4,16.8,18.7
22005,14.2,80.9,60.3,59.0,87.2,76.1,86.9,67.0,21.3,19.9
48225,31.1,71.9,45.4,61.2,80.9,67.5,80.3,56.5,16.9,15.8
51650,15.1,80.5,63.9,63.3,88.1,79.6,87.2,67.4,25.7,25.7
12011,27.7,77.4,64.2,57.0,87.1,74.0,84.6,63.7,20.6,20.5
37083,24.0,79.2,51.4,62.7,85.5,74.6,84.3,62.2,23.5,23.5
5083,16.7,75.8,52.4,61.1,81.7,67.0,81.4,58.1,18.8,18.8
29171,18.0,73.4,54.9,59.6,81.6,65.5,83.1,62.3,25.5,23.4
54045,15.2,78.3,48.2,64.2,83.2,68.7,82.2,61.8,30.0,25.5
47185,21.6,73.9,51.2,59.9,83.8,69.4,82.7,60.9,20.5,17.9
48415,35.6,70.8,51.3,57.4,81.9,68.5,81.3,55.2,16.9,17.7
6085,12.6,71.8,68.9,50.2,86.6,78.0,79.4,69.9,26.6,29.1
40055,24.0,74.5,50.7,59.4,81.7,68.3,81.1,54.2,24.0,24.5
38069,11.5,69.1,62.7,57.8,81.0,72.8,83.9,57.1,24.0,27.0
30087,14.7,69.9,58.3,53.1,80.7,62.0,82.9,55.3,22.7,20.0
8089,26.4,65.7,52.4,52.4,82.3,62.4,81.9,56.0,20.1,18.4
33019,13.2,72.4,65.2,54.7,83.5,69.0,85.3,64.0,22.7,19.8
13125,24.6,74.5,53.7,59.2,83.5,72.1,82.2,57.4,20.3,21.7
42115,11.9,76.2,61.1,57.2,83.0,69.9,83.5,65.5,25.3,24.2
35037,20.6,66.2,57.2,53.4,79.8,62.4,79.8,53.6,18.8,16.5
29023,19.9,74.3,50.6,61.1,80.6,66.9,82.3,60.0,24.8,23.4
1115,16.6,74.9,61.1,61.2,86.1,72.8,85.0,65.8,26.1,23.1
53073,13.1,69.2,66.6,50.0,81.1,69.7,84.0,65.3,25.6,26.8
10001,16.1,80.0,61.2,57.4,86.7,76.8,86.9,63.6,22.9,21.0
27097,12.2,71.4,67.8,56.8,81.9,74.8,84.9,67.9,25.9,26.7
37147,18.4,78.7,62.3,60.7,86.7,75.5,85.8,66.9,28.2,27.8
2122,13.8,65.2,61.7,50.2,79.0,63.5,82.2,53.4,16.2,21.0
36095,12.1,77.8,64.6,57.3,85.6,70.4,85.6,65.0,19.0,17.0
51067,14.3,75.9,64.0,58.6,85.2,73.5,85.1,62.2,27.8,27.0
46055,15.1,71.7,63.0,57.9,77.6,73.3,84.0,59.3,21.4,20.5
48021,32.9,71.8,50.8,57.4,83.1,69.1,81.4,58.6,18.5,17.3
21215,10.0,80.8,66.5,60.1,89.6,72.3,85.7,68.4,30.2,27.2
8033,14.7,65.9,62.5,49.4,83.6,63.4,83.3,60.8,22.5,21.4
26003,14.2,76.5,64.4,56.5,86.4,71.9,85.1,67.3,24.9,22.3
36039,14.7,76.8,61.7,58.4,85.3,71.1,84.4,62.6,20.3,16.8
1059,23.7,73.9,55.0,61.2,85.0,72.7,83.7,63.5,24.7,24.9
51019,12.3,76.7,71.2,58.7,86.3,74.2,85.9,66.1,28.8,29.9
47057,22.3,73.7,50.9,60.1,83.5,67.7,82.1,61.4,20.7,18.2
38035,10.7,71.4,68.1,57.6,82.2,71.9,84.3,65.0,27.5,27.5
40095,25.8,74.3,53.7,58.2,82.1,69.0,82.1,54.3,25.8,25.5
41029,16.7,72.1,66.0,50.8,85.1,67.5,86.0,60.7,19.3,19.1
6061,10.7,70.4,71.7,50.8,86.3,75.2,83.8,70.9,26.5,26.9
29013,18.2,71.6,56.5,59.8,81.2,68.0,83.1,61.2,23.4,24.4
51820,16.4,76.9,64.9,60.5,85.4,73.6,84.8,62.1,24.9,26.0
41059,22.4,69.3,58.7,51.2,83.6,67.9,84.1,58.7,18.3,20.8
28029,23.6,78.7,43.3,67.2,85.6,66.6,85.0,59.6,24.1,20.3
13179,26.7,78.1,56.5,62.1,86.9,77.8,85.6,61.5,20.4,21.6
20073,16.8,71.0,60.4,56.1,81.1,69.0,83.0,60.3,24.9,23.5
48187,29.4,72.2,59.9,56.9,84.3,72.4,84.4,60.4,18.6,19.6
37113,18.7,75.1,64.4,56.2,84.7,74.5,85.2,64.9,26.9,27.4
13215,24.4,78.6,58.4,62.9,86.9,77.8,85.9,62.2,21.6,24.2
5107,21.2,81.2,43.3,67.9,84.1,69.1,83.0,54.9,15.6,15.2
28129,22.4,75.9,47.9,65.0,83.2,64.8,84.0,58.4,26.6,20.0
26143,13.8,75.6,62.0,56.0,85.6,71.1,84.5,66.1,24.4,22.4
18119,15.0,73.9,57.6,60.4,81.8,68.6,83.2,58.8,19.3,18.1
31021,17.0,68.2,59.5,59.2,80.4,70.5,83.7,60.2,22.9,24.3
49035,16.8,69.2,70.0,49.6,82.2,68.0,81.9,66.6,26.1,22.5
45017,20.0,79.5,59.2,60.8,84.1,75.4,86.0,65.1,27.6,24.5
31121,17.1,68.5,67.9,58.5,80.6,70.9,83.5,58.3,24.9,25.0
38075,10.9,69.8,64.3,56.3,81.6,73.0,84.4,60.2,26.4,26.5
19001,11.1,74.7,66.0,58.3,82.8,71.6,84.7,63.1,27.2,23.6
39125,13.6,75.9,61.8,57.7,82.5,72.1,85.0,60.9,24.3,24.2
55057,14.1,72.7,64.1,55.5,77.8,71.2,83.2,66.6,21.1,19.0
35029,27.2,64.7,51.1,54.9,78.2,58.6,78.0,48.7,17.9,16.0
5137,17.3,76.5,51.8,60.8,80.9,65.6,81.2,57.9,18.7,17.6
28099,22.6,76.5,49.1,65.2,83.1,65.6,82.8,54.4,23.0,18.5
39095,13.9,77.6,65.9,59.9,83.4,76.3,85.9,61.2,26.1,25.6
16081,19.4,66.3,68.5,49.1,81.6,65.4,84.3,62.9,26.8,22.1
27119,12.8,70.8,69.1,55.5,82.7,76.0,85.3,65.7,25.9,26.7
54009,11.7,78.8,54.3,60.2,85.3,71.3,84.6,66.3,34.9,25.5
13115,27.0,74.4,59.0,59.7,84.8,75.1,83.8,62.5,20.7,23.3
37043,17.7,75.3,63.5,56.3,84.5,72.6,84.7,64.8,26.9,28.2
49011,13.9,71.1,75.8,49.3,82.4,67.8,84.8,67.5,26.4,22.3
21095,14.9,80.3,48.0,63.9,86.2,65.6,78.3,56.5,24.3,21.3
21233,14.1,80.2,52.5,62.7,87.5,68.9,82.6,60.8,25.7,23.3
51155,13.7,76.8,63.5,58.8,84.9,72.6,84.9,62.9,27.5,26.4
30069,12.3,68.7,67.7,52.0,80.9,69.1,85.4,61.5,17.5,25.3
12003,22.8,74.9,57.0,56.7,84.2,68.7,82.6,64.1,21.0,21.9
47083,22.3,74.4,50.1,60.0,83.6,68.8,82.2,60.7,20.3,18.0
12113,20.3,74.8,60.1,54.4,85.5,70.5,83.5,66.0,25.2,24.9
42031,11.9,76.1,61.9,57.8,82.9,70.6,83.1,66.1,25.0,24.6
48255,39.6,70.8,50.0,57.6,82.0,68.6,81.3,54.3,16.7,16.3
28035,19.8,78.2,55.5,65.8,85.1,68.7,86.2,63.5,23.2,25.2
47047,19.2,77.2,55.8,61.9,86.7,73.0,85.8,65.6,22.3,19.9
41057,16.3,70.3,61.6,49.8,84.5,68.6,85.2,62.5,22.9,20.6
17057,16.8,73.7,60.2,56.3,83.3,67.9,82.6,62.6,25.7,20.7
27041,10.4,70.5,73.2,56.1,83.4,77.0,86.6,70.9,27.0,28.6
6051,14.7,69.3,68.6,50.3,85.6,73.9,85.2,68.3,24.1,25.4
17103,16.9,73.5,65.0,55.7,84.0,70.2,83.9,61.8,26.5,21.6
8017,17.3,66.3,62.6,49.5,83.6,64.1,83.7,60.8,22.8,21.5
51125,14.3,77.2,67.7,58.7,85.9,73.1,86.0,65.4,27.0,28.4
31057,20.4,67.9,54.7,58.9,79.6,63.7,82.5,55.2,23.3,20.6
13199,27.6,76.9,51.0,62.5,84.8,72.8,83.5,58.2,19.0,22.1
22047,18.4,81.0,52.1,62.8,86.3,72.3,85.5,61.3,17.9,17.9
19091,11.6,75.6,65.9,58.2,82.8,71.8,84.2,65.0,26.8,23.8
36061,13.6,79.6,72.0,55.8,88.6,79.8,86.3,67.2,18.2,19.0
36073,14.2,78.0,61.0,57.6,85.0,70.8,85.0,63.6,18.9,18.1
39159,10.5,77.1,70.8,57.6,84.4,77.1,87.0,63.4,27.0,26.4
4019,21.1,72.3,61.6,54.4,84.9,72.2,84.7,62.6,23.7,21.2
6105,12.9,68.8,60.2,51.8,83.8,70.7,82.8,65.3,21.2,23.1
36001,11.4,79.7,69.7,58.1,87.9,77.4,87.2,67.3,20.6,22.3
51610,8.5,79.0,81.0,56.3,89.8,77.8,89.2,70.9,33.1,32.9
37177,25.8,77.1,50.1,60.4,84.3,72.3,83.0,60.6,24.0,24.2
5021,17.1,76.0,51.3,61.0,81.2,64.5,81.0,56.7,18.6,17.1
13259,43.6,73.5,41.9,61.7,82.4,73.6,81.2,53.3,16.1,18.8
22077,17.8,79.8,55.1,62.3,85.6,74.6,85.5,61.7,18.6,17.7
20099,18.2,71.5,57.5,57.8,81.1,65.4,82.8,56.3,21.7,21.0
42095,13.6,76.7,70.0,56.3,85.1,73.7,84.6,68.2,26.8,26.5
27139,10.6,72.6,78.3,53.8,85.1,77.9,86.5,69.1,25.9,29.9
21055,12.1,79.8,54.5,61.5,87.9,71.8,83.3,64.7,27.5,27.0
12059,26.5,74.9,48.8,56.5,82.3,70.0,79.9,56.6,23.6,19.3
16047,30.6,66.6,59.1,51.6,78.7,61.6,80.8,56.6,22.0,19.4
42021,11.8,77.4,62.9,58.0,83.6,71.0,83.8,66.1,27.4,24.8
31047,28.5,67.8,61.1,58.2,80.2,66.7,81.2,56.7,22.1,20.3
48035,28.2,71.7,55.1,57.3,82.4,68.7,82.0,59.2,18.8,18.3
38089,11.9,69.4,68.8,57.3,81.6,75.5,84.0,60.6,23.9,27.7
37141,18.3,77.0,63.5,57.3,85.8,75.1,85.7,66.6,29.5,28.1
48065,20.6,72.3,64.4,56.3,83.8,71.7,84.6,63.7,21.6,20.5
19035,11.3,76.2,66.7,57.8,83.2,72.2,84.9,65.0,25.9,23.7
2180,16.1,67.2,53.3,50.7,78.4,62.7,80.3,52.0,15.7,16.4
55091,12.4,73.2,67.3,54.1,79.2,71.4,84.1,68.4,21.2,19.8
29199,20.5,72.0,48.9,59.9,79.9,63.8,80.9,57.7,24.0,22.2
12069,25.4,75.3,59.3,55.0,85.5,72.5,84.7,63.3,22.3,22.8
45039,22.1,80.8,55.3,63.5,84.2,75.2,84.8,63.4,25.9,22.4
20157,14.8,71.8,65.1,55.5,82.4,68.1,84.2,59.0,26.9,23.7
49001,18.3,68.3,66.0,50.1,79.5,65.0,81.2,62.5,22.5,20.1
23013,15.1,73.4,67.6,51.4,83.9,74.4,87.3,70.4,24.1,21.9
